company_name,job_title,job_desc,salary
Singapore Management University (SMU)                    Posted On :18 Jul 2018,"Research Engineer (1-year contract), School of Information Systems","JOB DESCRIPTION  Conduct research and development on machine learning and AI projects Implementation of new algorithms to improve performance of real-world AI projects Perform experiments to assist research scientists for publishing research papers in conference/journal Design and maintain potential research prototypes that can be demonstrated to stakeholders  REQUIREMENTS  Bachelor or Master degree in Computer Science/Computer Engineering/Information Systems/Information Engineering or a closely-related discipline Proficiency knowledge of understanding machine learning, deep learning and artificial intelligence Demonstrated practical skills and know-how on machine learning and deep learning techniques Good analytical, technical and problem solving skills Applicants with research publications in machine learning & AI related areas will be advantageous Self-motivated individual who can work independently and also collaboratively with team members  ",Undisclosed
Resorts World at Sentosa Pte Ltd                    Posted On :13 Jul 2018,"Assistant Manager/Manager, Invites (Data Analytics)","Job ID: 5105885  Responsibilities: Develop analytical approaches to answer business questions, predict customersâ behaviours or detect fraudulent transactions Provide end user reports with quality information and caveats, including actionable information Establish departmental metrics to support project goals and develop improvement plans Structure, manage and extract data from multiple sources for effective data analysis and reporting Requirements: Degree in Business Administration, Computer Science, Statistics, Data Management or a related field Knowledge of Excel, Access and SQL, and familiarity with business intelligence and/or data visualization tools (e.g. Tableau) Logical and detail oriented individual who can work in a fast-paced environment  ",Undisclosed
Resorts World at Sentosa Pte Ltd                    Posted On :18 Jul 2018,"Senior Manager/ Manager, Compensation & Benefits","Job ID:5105909  Responsibilities   â¢ Develop and implement C&B policies and programs to drive business goals. â¢ Conduct market intelligence and data-mining for trends and benchmarks. â¢ Design/refine processes for higher productivity. â¢ Lead or participate in progressive HR or cross-functional improvement projects.   Requirement  â¢ Degree with minimum 7 years relevant experience in a large business organization. â¢ Experience in policy formulation, execution of short and long term incentives is preferred. â¢ Strong conceptual, analytical and problem solving skills. â¢ A dynamic and creative individual who thrives in a demanding and fast paced environment.   ",Undisclosed
Singapore Management University (SMU)                    Posted On :20 Jul 2018,"Research Scientist (1-year contract), Living Analytics Research Centre","JOB DESCRIPTION  The Living Analytics Research Centre (LARC) is a joint research initiative betweenSingapore Management University (SMU)andCarnegie Mellon University (CMU)that focuses on behavioural and social network analytics in the fields ofUrban and Community Liveability,Personalised Urban Mobility,Jobs and Skills Intelligence, as well asSmart Consumption and Healthy Lifestyle. In line with Singaporeâs Smart Nation goal, one of LARCâs objectives will be to harness technology to its fullest potential with the aim of improving the lives of Citizens and creating more opportunities. Candidates who join us can also expect to gain a deeper knowledge in the following areas:Big Data Analytics,Data Mining,Machine Learning,Deep Learningandother relevant disciplines. The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains. Data and Text Mining Machine Learning Deep Learning Crowdsourcing Recommender Systems Social-Urban Sensing Big Data Infrastructure  The Research Scientist will also be responsible for one or more the following: Designing research methodologies Developing algorithms and models Conducting data science studies Designing and conducting experiments Designing and implementing applications, tools and systems Developing analytics capabilities in big data infrastructure   REQUIREMENTS  PhD in Computer Science and related disciplines Good knowledge in relevant research topics and related research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C  ",Undisclosed
BGC GROUP PTE LTD,Data Entry Officer / Public Surveyor - JP,"BGC Group is hiring 50 full-time data entry officers cum surveyors who are keen to make a difference to the local community through data gathering. This will be an office based role and youâll be required to engage with Singaporean households over the line. Ideally, you would be able to commit to the job for 3 months to a year.  Your Role: Data Entry Officer / Public Surveyor Conduct simple surveys with local households over the phone (outbound calls based on given household list) - no cold calling Perform basic data entry such as keying in survey returns, amending data, etc  Requirements Only Singaporeans need apply No experience required as training is provided Has a friendly disposition and confident communication skills Comfortable with a 6 day work week and 2 shift timings, exceeding no more than 37 hours/week Others 2 Shifts: Monday - Friday + 1 weekend (full-day) Perks & Benefits Career continuity and support for all BGC signed candidates BGC REFERRAL BONUS: Don't forget to also refer your friends to us, and earn up to $310 in cash vouchers when they get hired too! Find out how here: bit.ly/ReferralProgramBGC 2 Ways To Apply 1. Click ""Apply Now"" (Recommended) 2. Email hiring@bgc-group.com your resume, with the subject (STJobs DE Surveyor)  For new full-time, temporary/ contract jobs, visit us at www.bgc-group.com! ",Undisclosed
BGC GROUP PTE LTD,Data Entry Officer / Public Surveyor - JP,"BGC Group is hiring 50 full-time data entry officers cum surveyors who are keen to make a difference to the local community through data gathering. This will be an office based role and youâll be required to engage with Singaporean households over the line. Ideally, you would be able to commit to the job for 3 months to a year.  Your Role: Data Entry Officer / Public Surveyor Conduct simple surveys with local households over the phone (outbound calls based on given household list) - no cold calling Perform basic data entry such as keying in survey returns, amending data, etc  Requirements Only Singaporeans need apply No experience required as training is provided Has a friendly disposition and confident communication skills Comfortable with a 6 day work week and 2 shift timings, exceeding no more than 37 hours/week Others 2 Shifts: Monday - Friday + 1 weekend (full-day) Perks & Benefits Career continuity and support for all BGC signed candidates BGC REFERRAL BONUS: Don't forget to also refer your friends to us, and earn up to $310 in cash vouchers when they get hired too! Find out how here: bit.ly/ReferralProgramBGC 3 Ways To Apply 1. Click ""Apply Now"" (Recommended) 2. Email hiring@bgc-group.com your resume, with the subject (STJobs DE Surveyor)  For new full-time, temporary/ contract jobs, visit us at www.bgc-group.com! ",Undisclosed
The Supreme HR Advisory Pte Ltd,"Facilities Engineer/Project Engineer[Data Centre, M&E; ]"," East Attractive Salary Career Progression Opportunities  Interested applicants can send your resume to supreme.terryyeo1@gmail.com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered.  *Requirements and Skills Minimum qualification Diploma or equivalent Min experience 2 years & above Tactful, analytical skills and responsible  *Job Description Daily health check non-critical/critical facilities & records Attendance/initial troubleshooting to fault/breakdown/complaint & records Attend user request for handyman works, eg. Cabinet door faulty, minor shifting etc and report to client CAS for follow up action Generating the 1st incident report & escalation Coordination/supervision of contractor's work (maintenance/rectification/fault) Maintaining records for utilities,chilled water & condenser water usage/monthly work carried out/monthly fault call-out /outstanding works Coordination/supervision of landlord on building related work (aircon,toilet, lighting,etc) Reporting of abnormality 7 days/24 hours standby for any M & E related emergency call out Monitoring of FMAS on Data Centre M & E facilities Scheduling of FCUs and AHUs for aircon extension request Obtain quotation for maintenance and improvement works from vendors/contractors Carry out duties in accordance with QEHS policy, procedures and work instructions Aware of the legal and other requirements and significant environment aspects/impacts (EAI) and occupational safety and health hazard/risks associated with their work activities Reg No R1871723 Ea No 14c7279 Job Type: Full-time Job Type: Full-time  ",1700
The Supreme HR Advisory Pte Ltd,IT Account Manager (ITSM/Cyber Security/Cloud/Big Data Sectors/Software),"â¢ Attractive salary packages â¢ Company Bonuses, Benefits & Privileges â¢ Career Progression Opportunities Interested applicants can send your resume to supreme.cathrynteng@gmail.com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered.   Role: Work closely with current customers and prospective customer as trusted advisor Responsible for selling ITSM, Cyber Security, Cloud and Big Data Sectors Reporting to the Sales Manager, the candidate is responsible for prospecting, identifying and establishing new customers Plan and execute sales strategies to achieve the sales quota. Work with cross-functional teams involving Pre-Sales, Marketing, and Consultants to develop integrated IT solutions for both existing and new clients  Requirement: Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional Degree in any relevant fields At least 3 Year(s) of working experience in software or technology sales Able to address quality issues and prevention action Good problem-solving skills Account management and Enterprise-level sales experience is required   Please include the following in your Resume Document * (*.DOC/PDF - Files should not exceed 2MB)  â¢ Name  â¢ Contact No.  â¢ Nationality/PR Status  â¢ Location/Address  â¢ Recent Photo  â¢ Expected Salary ",2200
The Supreme HR Advisory Pte Ltd,IT Account Manager (ITSM/Cyber Security/Cloud/Big Data Sectors/Software),"â¢ Attractive salary packages â¢ Company Bonuses, Benefits & Privileges â¢ Career Progression Opportunities Interested applicants can send your resume to supreme.cathrynteng@gmail.com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered.   Role: Work closely with current customers and prospective customer as trusted advisor Responsible for selling ITSM, Cyber Security, Cloud and Big Data Sectors Reporting to the Sales Manager, the candidate is responsible for prospecting, identifying and establishing new customers Plan and execute sales strategies to achieve the sales quota. Work with cross-functional teams involving Pre-Sales, Marketing, and Consultants to develop integrated IT solutions for both existing and new clients  Requirement: Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional Degree in any relevant fields At least 3 Year(s) of working experience in software or technology sales Able to address quality issues and prevention action Good problem-solving skills Account management and Enterprise-level sales experience is required   Please include the following in your Resume Document * (*.DOC/PDF - Files should not exceed 2MB)  â¢ Name  â¢ Contact No.  â¢ Nationality/PR Status  â¢ Location/Address  â¢ Recent Photo  â¢ Expected Salary ",2200
The Supreme HR Advisory Pte Ltd,Sales Engineer[Industrial automation/Electrical/Machine]," Across Singapore Attractive Salary Career Progression Opportunities   *Requirements and Skills - No experience are welcome - Relevant industry experience an advantage - Able to work independently as well as part of a team - Process a valid class 3 driving license - Overseas travel may be required  Job Scope: - Sales & Marketing of products and solutions for industrial automation, electrical protection and electrical distribution system - Identify new business opportunity and develop accounts - Service and maintain relationship with existing client - Provide market intelligence on industry trends - Achieve expected level of sales and margin objectives    Job Type: Full-time Job Type: Full-time  ",1500
BGC GROUP PTE LTD,Data Entry Officer / Public Surveyor - JP,"BGC Group is hiring 50 full-time data entry officers cum surveyors who are keen to make a difference to the local community through data gathering. This will be an office based role and youâll be required to engage with Singaporean households over the line. Ideally, you would be able to commit to the job for 3 months to a year.  Your Role: Data Entry Officer / Public Surveyor Conduct simple surveys with local households over the phone (outbound calls based on given household list) - no cold calling Perform basic data entry such as keying in survey returns, amending data, etc  Requirements Only Singaporeans need apply No experience required as training is provided Has a friendly disposition and confident communication skills Comfortable with a 6 day work week and 2 shift timings, exceeding no more than 37 hours/week Others 2 Shifts: Monday - Friday + 1 weekend (full-day) Perks & Benefits Career continuity and support for all BGC signed candidates BGC REFERRAL BONUS: Don't forget to also refer your friends to us, and earn up to $310 in cash vouchers when they get hired too! Find out how here: bit.ly/ReferralProgramBGC 2 Ways To Apply 1. Click ""Apply Now"" (Recommended) 2. Email hiring@bgc-group.com your resume, with the subject (STJobs DE Surveyor)  For new full-time, temporary/ contract jobs, visit us at www.bgc-group.com! ",Undisclosed
Adroit HR Professional,"Sales Development Representative / Inside Sales Executive / Sales Intelligence Specialist / e-Commerce Business Researcher / Market Insights Consultant - Worldpay, eCommerce / Digital Payment Company","Sales Development Representative / Inside Sales Executive / Sales Intelligence Specialist / e-Commerce Business Researcher / Market Insights Consultant - Worldpay, eCommerce / DigitalPayment Company   Company Overview: The company is a global payment processing company that operates across verticals that represent the most exciting opportunities for global eCommerce growth - Digital Content, Global Retail, Airlines, Regulated Gambling and Travel. The Singapore office is the central hub for APAC and the incumbent will be part of the established and progressive Corporate Support team.   Job Overview: We are looking for intelligent and driven people to join Worldpay's ecommerce team as aLead Qualification Representative, located in our Singapore office. This position will be responsible for connecting with executives and senior management at various types of ecommerce companies. You will learn skills for getting in contact with decision makers using various methods of communication.   Job Description: Prospect companies via cold calling, email, and many other methods in an effort to set up meetings Follow up on marketing generated activities tied to outbound, targeted campaigns including webinars, white papers and trade shows Research the company and people you are reaching out to using various sources. Manage, track, and report on all sales activities and results using Salesforce.com. Generate new business opportunities for the Business Development Team. Assists in developing the market and working platform for the entire BD team. Will work on eCommerce deals together with the team or independently - dependent on deal size & complexity You will work with management, your colleagues, and marketing to establish messagingthat effectively conveys Worldpay's values. Conduct fact finding calls during established meetings to determine if they have a suitable project. Achieve or exceed monthly quotas of scheduled and held appointments. Learn about the payments industry and the Worldpay Way. Follow and help refine the outreach process.   Job Requirements: Minimum 1 - 3 years of sales or business experience Experience with Salesforce, LinkedIn, or any sales tools is a plus Ability to learn and adapt to new sales skills, processes and product Strong communication skills in writing, phone and in-person Ability to multi-task, prioritize, and manage time effectively You are confident and creative Motivated to develop professionally and grow your skill set    Should you be interested, kindly forward a detailed copy of your resume in MSWord tocareer@adroithrpro.com.sg  Please DO NOT use Quick Apply   Please include the following details in your resume: (1) Personal details such as full name as in NRIC, NRIC, nationality, contact address, numbers, email  (2) Reasons for leaving your current and previous employment(s) (3) Current / last drawn and expected salaries (4) Availability / Notice Period required (5) At least 2 names and contact numbers of relevant reference persons relating to your previous employment/s.  We thank you in advance for your application and will get in touch with you as soon as possible should you be short-listed. ",Undisclosed
The Supreme HR Advisory Pte Ltd,Sales Executive / Account Serving Executive / Business Development,"Conduct research and market intelligence work to facilitate formulation of business development plans and strategies Execute strategies and customer engagement opportunities for key accounts Provide market trend and accurate monthly sales forecast Engage and build excellent relationship with existing accounts and service new clientsâ accounts Administer full spectrum of sales order processing functions for both local and overseas markets Handle phone calls and email enquiries Process order transactions including quotation, customersâ update and upkeep of customersâ correspondence. Coordinate logistics with shipping department on payment & shipment date, including invoicing & delivery of customersâ orders Assist to resolve issues on orders feedbacks, delivery schedule, return and exchange etc  ",3000
The Supreme HR Advisory Pte Ltd,Account Executive // Full Set // 5.5 days ," Work Life Balance Career Progression Opportunities Attractive Salary Package Work 5.5 days  Interested applicants can send your resume to supreme.louiseng@gmail.com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered.  Job Scope : -Manage full sets account-Prepare accounting schedules, reconciliation of account and management reports-Prepare financial statement, balance sheet and P&L statement quarterly/annually for all the share investors reference-Analysis &advice the financial statement &management report. Assist in cost budgeting, forecast and budget preparation, accurate recording and completion of specific accounting system and operations-Account payable function include verifying supplier invoice, initiating payment, data entry and maintenance & reconciliation for creditors ledger.-Account receivables function includes AR aging, prepare AR reports & monitor cash balance-Handle petty cash claims and reimbursement.-Monthly bank and accounts reconciliation-Handle staff claims-Submission of CPF, GST return, IR8A and ensure that accounting report are in compliance with approved accounting regulations, standards and practices-Liaise with auditors and preparing audit schedules-Undertake instruction from directors and managers for the transactions &assignment given   ",2000
Singapore Management University (SMU)                    Posted On :20 Jul 2018,"Research Fellow (1-year contract), Living Analytics Research Centre","JOB DESCRIPTION  The Living Analytics Research Centre (LARC) is a joint research initiative betweenSingapore Management University (SMU)andCarnegie Mellon University (CMU)that focuses on behavioural and social network analytics in the fields ofUrban and Community Liveability,Personalised Urban Mobility,Jobs and Skills Intelligence, as well asSmart Consumption and Healthy Lifestyle. In line with Singaporeâs Smart Nation goal, one of LARCâs objectives will be to harness technology to its fullest potential with the aim of improving the lives of Citizens and creating more opportunities. Candidates who join us can also expect to gain a deeper knowledge in the following areas:Big Data Analytics,Data Mining,Machine Learning,Deep Learningandother relevant disciplines. The Research Fellow will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains. Data and Text Mining Machine Learning Deep Learning Crowdsourcing Recommender Systems Social-Urban Sensing Big Data Infrastructure  The Research Fellow will also be responsible for one or more the following: Designing research methodologies Developing algorithms and models Conducting data science studies Designing and conducting experiments Designing and implementing applications, tools and systems Developing analytics capabilities in big data infrastructure   REQUIREMENTS  PhD in Computer Science and related disciplines Good knowledge in relevant research topics and research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C  ",Undisclosed
Tripartite Alliance                     Posted On :19 Jul 2018,Senior Manager / Manager (Applications),"Job responsibilities: Actively define and analyse the organisationâs business requirements. Conceptualise and develop innovative and cost-effective IT solutions to meet business requirements. Assess and advise on key ICT trends and best practices to meet business objectives. Develop the validation and acceptance criteria with users to ensure acceptance of IT solutions. Drive the smooth deployment, adoption and operations of IT solutions. Implement and maintain IT governance frameworks, standards and policies for managing ICT projects, budgets, risks and resources. Manage customersâ expectations, develop and actively engage customers to enhance customer satisfaction. Project, contract and vendor management skills are required. Job requirements: Tertiary education in Computer Science or equivalent (e.g. Information Systems). Minimum 5 - 8 years of relevant experience in IT management, including a minimum of 3 yearsâ experience in project management and minimum 2 - 3 yearsâ experience in a system analyst role in web-based development IT projects. Pro-active, resourceful and self-motivated to innovate and take smart risks to achieve business goals and customer satisfaction. Able to take a broad, strategic perspective as well as drill deep to understand business needs and challenges. Proven experience in IT business analysis, application solutioning and design, testing, and new technology evaluation. Excellent communication skills, both oral and written, with the ability to pitch ideas and influence stakeholders. Able to facilitate discussions / workshops to elicit, manage and prioritise key business needs. Ability to establish and foster effective relationships and partnerships with different stakeholders. Strong analytical, conceptualisation, presentation and problem-solving skills. A team player with strong organisation and people handling skills.  The position offered will be commensurate with the candidateâs experience and suitability. Only shortlisted candidates will be notified.  ",Undisclosed
The Supreme HR Advisory Pte Ltd,Sales Engineer[Industrial automation/Electrical/Machine]," Across Singapore Attractive Salary Career Progression Opportunities  Interested applicants can send your resume to supreme.terryyeo1@gmail.com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered.  *Requirements and Skills - No experience are welcome - Relevant industry experience an advantage - Able to work independently as well as part of a team - Process a valid class 3 driving license - Overseas travel may be required  Job Scope: - Sales & Marketing of products and solutions for industrial automation, electrical protection and electrical distribution system - Identify new business opportunity and develop accounts - Service and maintain relationship with existing client - Provide market intelligence on industry trends - Achieve expected level of sales and margin objectives   Reg No R1871723 Ea No 14c7279 Job Type: Full-time Job Type: Full-time  ",1500
Recruit Express Pte Ltd - IT,CRM Operations Analyst ~ MNC,"Responsibilities Ensure efficient and effective assistance is given to Regional Manager to enable an efficient and continuous functioning of Corporate CRM solutions Coordinate Country change management process from end to end including (but not limited to) validate change request template, facilitate review meeting, understand the change request scope and business reasons, review and validate change request audit results Assist in project coordination and documentation with Country, IT and Sales and Marketing department Follow up on action item and drive closure with Country or other teams involved Understand the Country Sales and Marketing business processes and database structure, assist in addressing theoperational issue or gap related to CRM Solutions and provide recommendation or workaround to Country Support and guide Country to maximize the usage of CRM Solutions and leverage on the capabilities to improve efficiency and productivity Requisites Minimum 2~3 years as a Business Analyst and/or Sales Operations role Minimum 3 years working experiences with Salesforce.com, Microsoft CRM or other CRM solutions Prior experience with end-user training and operational support Experience with OBIEE for Dashboard and Sales KPIs analytics Understanding of key database concepts and architecture of relational databases (e.g. Data Model) Able to handle a volume of documentation, training materials etc Experiences with CRM solutions roll out and/or roll out coordination is a plus  Interested candidates please send your resume (preferably in word doc format) tobenjamintan@ recruitexpress.com.sg or click APPLY NOW!   Recruiters Information Benjamin Tan Fu Kang (Mr.) Consultant R1766604 ",3500
Mogas Flow Lab Pte Ltd                    Posted On :18 Jul 2018,Admin Assistant / Data Entry / Account Assistant,Roles & Responsibilities  Data-entry Assist with general accounting and administrative duties Other ad-hoc duties assigned Requirement  Able to commence work within short notice period  Minimum completed GCE âNâ level or equivalent (Diploma or certificate in Accounting would be an advantage)  ,1600
EPM Training Services Pte Ltd                    Posted On :16 Jul 2018,Business Analyst,"Candidate Profile As a Data Governance Business Analyst, you will be responsible to drive the development of the organization governance framework. You will be working closely with the Sales, Operations and Tech teams to define business processes, business and functional requirements, data analysis and IT security requirements to support existing data solutions. Besides developing the governance framework, you are also expected to identify and obtain the relevant certification or standards that the organisation must pursue to stay competitive and compliant in our line of business. The ideal candidate should have at least 2 years of working experience in data quality or corporate governance.  Responsibilities Regularly review and enhance the data governance practices and regulatory standards to ensure compliance Responsible in driving the implementation of data environment, trend analysis and periodic data security assessment Strong understanding of databases and data structures Intermediate facilitation skills with the ability to drive issues to closure Self-motivated and able to handle tasks with minimal supervision or questions Understanding of privacy laws and regulations Possess good working knowledge in relational DB, BI tools (such as Power BI) and good SQL scripting knowledge Desired Skills and Experience Bachelorâs degree in information technology, business, or related field, or equivalent combination of education and experience required IIBA Certified Business Analyst Professional or CCBA 2+ years data quality or similar level data analysis experience required  ",Undisclosed
Vault Dragon                    Posted On :20 Jul 2018,Data Governance Business Analyst,"Candidate Profile As a Data Governance Business Analyst, you will be responsible to drive the development of the organisation governance framework. You will be working closely with the Sales, Operations and Tech teams to define business processes, business and functional requirements, data analysis and IT security requirements to support existing data solutions. Besides developing the governance framework, you are also expected to identify and obtain the relevant certification or standards that the organisation must pursue to stay competitive and compliant in our line of business. The ideal candidate should have at least 2 years of working experience in data quality or corporate governance.  Responsibilities Regularly review and enhance the data governance practices and regulatory standards to ensure compliance Responsible in driving the implementation of data environment, trend analysis and periodic data security assessment Strong understanding of databases and data structures Intermediate facilitation skills with the ability to drive issues to closure Self-motivated and able to handle tasks with minimal supervision or questions Understanding of privacy laws and regulations Possess good working knowledge in relational DB, BI tools (such as Power BI) and good SQL scripting knowledge Desired Skills and Experience Bachelorâs degree in information technology, business, or related field, or equivalent combination of education and experience required 2+ years data quality or similar level data analysis experience required  ",3000
BGC GROUP PTE LTD,Data Entry Officer / Public Surveyor - JP,"BGC Group is hiring 50 full-time data entry officers cum surveyors who are keen to make a difference to the local community through data gathering. This will be an office based role and youâll be required to engage with Singaporean households over the line. Ideally, you would be able to commit to the job for 3 months to a year.  Your Role: Data Entry Officer / Public Surveyor Conduct simple surveys with local households over the phone (outbound calls based on given household list) - no cold calling Perform basic data entry such as keying in survey returns, amending data, etc  Requirements Only Singaporeans need apply No experience required as training is provided Has a friendly disposition and confident communication skills Comfortable with a 6 day work week and 2 shift timings, exceeding no more than 37 hours/week Others 2 Shifts: Monday - Friday + 1 weekend (full-day) Perks & Benefits Career continuity and support for all BGC signed candidates BGC REFERRAL BONUS: Don't forget to also refer your friends to us, and earn up to $310 in cash vouchers when they get hired too! Find out how here: bit.ly/ReferralProgramBGC 2 Ways To Apply 1. Click ""Apply Now"" (Recommended) 2. Email hiring@bgc-group.com your resume, with the subject (STJobs DE Surveyor)  For new full-time, temporary/ contract jobs, visit us at www.bgc-group.com! ",Undisclosed
Singapore Management University (SMU)                    Posted On :20 Jul 2018,"Assistant Manager/Manager, Research & Consulting (2-year contract), ISES","JOB DESCRIPTION  Research and Consulting Assist analyst in ad-hoc research and consulting projects including preparing quotes, project proposals, fieldwork management, client management and reporting. Assist in ad-hoc research consulting projects including development of research design, analysis and presentation to clients. Lead in some of the ad-hoc research consulting projects including development of research design, analysis and presentation to clients.  SME Analytics Platform Assist other analysts in managing clients for research related enquiries.  Thought Leadership Assist researchers in the development of thought leadership articles and academic journal papers related to service. This includes academic literature review, desktop research, data extraction from external and institutional data sources, as well as analysis  National CSISG Study / Membership Reports Assist in the quarterly review and reporting of national study findings including generation of research findings and analytics. Assist to generate timely and accurate membership reports for clients.   REQUIREMENTS  Degree in Business, Economics, Statistics or other related fields with at least 2 to 4 years of experience in a research or consultancy role. Graduates with relevant skillsets are welcome to apply. Meticulous with strong verbal and written communication skills in English are required. Able to work with large datasets. Experience in the use of statistical software packages and database language such as SPSS, R and SQL. Good understanding of research methodologies and able to perform data analysis. Familiar with both quantitative and qualitative research methodologies. Team player with excellent interpersonal. Self-motivated and able to work independently to meet tight deadlines. A keen learner who is curious to discover new insights. Willing to pick up new research skills as needed.  #LI-JN1 ",Undisclosed
BGC GROUP PTE LTD,Data Entry Officer / Public Surveyor - JP,"BGC Group is hiring 50 full-time data entry officers cum surveyors who are keen to make a difference to the local community through data gathering. This will be an office based role and youâll be required to engage with Singaporean households over the line. Ideally, you would be able to commit to the job for 3 months to a year.  Your Role: Data Entry Officer / Public Surveyor Conduct simple surveys with local households over the phone (outbound calls based on given household list) - no cold calling Perform basic data entry such as keying in survey returns, amending data, etc  Requirements Only Singaporeans need apply No experience required as training is provided Has a friendly disposition and confident communication skills Comfortable with a 6 day work week and 2 shift timings, exceeding no more than 37 hours/week Others 2 Shifts: Monday - Friday + 1 weekend (full-day) Perks & Benefits Career continuity and support for all BGC signed candidates BGC REFERRAL BONUS: Don't forget to also refer your friends to us, and earn up to $310 in cash vouchers when they get hired too! Find out how here: bit.ly/ReferralProgramBGC 3 Ways To Apply 1. Click ""Apply Now"" (Recommended) 2. Email hiring@bgc-group.com your resume, with the subject (STJobs DE Surveyor)  For new full-time, temporary/ contract jobs, visit us at www.bgc-group.com! ",Undisclosed
Recruit Express Pte Ltd - HCLS,"1 year Contract Financial Analyst, $3.8K to $4.8K","Assists in the preparation of monthly management report, forecast and Quarterly Business Review for all segments and functional areas of the business. Participates in the annual strategic planning and budgeting processes including establishing assumptions, financial modeling, consolidation, analysis and presentation preparation. Assists in preparation of ad-hoc financial analysis to support senior management decisions. Updates revenue and expenses trend reports, providing meaningful analysis of variations to forecast, budget and prior year. Participate in the design, development, deployment and maintenance of all internal FP&A Reports. Extracts financial data from various finance and information systems including Hyperion. Maintains standard cost list of products and facilitates the addition of new products to the system. Support the FP&A manager in all areas of work.  JOB QUALIFICATIONS Degree in Accounting or Finance. Minimum of 3-5 years of FP&A experience in a Commercial environment. Prior experience in a regional role within a multi-national setting, especially the U.S., is highly desirable.  Candidates interested in exploring these opportunities, please email to kevynhuang@recruitexpress.com.sg  Consultant: Huang Jingsheng Kevyn (R1333338) ",3500
Oro Consultants                    Posted On :20 Jul 2018,SALES DIRECTOR ,"Our client is a very well-established manufacturer and supplier of food ingredients with offices across 20 countries. In view of their expansion, they are now looking for a high calibre professional to join them as:   SALES DIRECTOR  Responsibilities: Develop and implement the overall strategic business plan, including demand creation, market intelligence, product planning and development, distribution, customer service and pricing. Own the overall business results which include regional revenue, profitability, return on capital and growth.  Â·Establish, communicate and execute short and long-range business goals, objectives and policies. Â·Develop and manage relationships with SBU leaders, country leaders, international sites and key distribution channels in order to execute the right global strategies and technologies. Â·Build relationships with major customers, stakeholders, trade and communities. Â·Know the customer base and lead market-based innovation. Â·Nurture a culture that values intelligent risk taking, people development, engagement, and high performance.. Â·Implement & execute Sales & Marketing Strategy with P&L responsibility Â·Ensure portfolio management. Â·Responsible to deliver expected business results.  Requirements: Degree holder with min 10 yrs relevant experience with a strong proven track record in food related industries Good analytical & presentation skills Ability to work independently whilst leading a team of direct reports Ability to work effectively across different cultures  ",10000
"Target Recruitment Pte Ltd, a member of WMS Group",Senior Business Application Analyst / Alt Sat @ Jurong (LL),"Senior Business Application Analyst (Finance, WMS & Data Management) @ Gul Circle   The Senior Business Applications Analyst, Finance, WMS & Data Management role will serve as the Group subject matter expert associated with content, processes and procedures associated with ERP, existing legacy ERPs and other business applications in Financial, Warehouse Management System and Data Management.   Job Description Assist the Group roll-out of ERP and be familiar with all aspect of ERP Financial and WMS modules.  Responsible to co-ordinate any software integration and external interface development if needed Monitors process adherence and consults with the process owner and user for issue resolution Supports and work with Vendor and IT Team on enhancements with a continued focus on process improvement to meet business case goals Co-ordinate test processes and configuration assuring quality of any additions, changes or deletions to the system Consults with business stakeholders to identify and document business needs and objectives, current operational procedures, problems, input and output requirements, data scope, usage, formatting and security requirements   Job Responsibilities  Provides timely response to end user calls and help tickets assisting in problem resolution  Works together with business experts for implementation project and delivers on time for each project phase.  Job Requirements  Minimum 10 years of experience working with ERP solutions as Business Applications Analyst or Senior BA for Financial and/or WMS roles with proven experience in unit / integration testing, user acceptance testing, preparation of test scripts, authorization and roles design, end user training and data migration. Minimum 10 years of experience working with cross-functional teams and heavily matrixed multinational organization. Any experiences in SAP Hana or Dynamic 365 in Marine industry will be a plus Diploma in Information Technology or related Conversant with programming languages such as .Net, PHP, ABAP, Ms SQL and report writing experiences will be a plus Good understanding of large data set and business intelligence; Detailed, meticulous and strong analytical skills; Independent, self-driven and initiative Team player Singaporeans only Work Alternate Saturdays (Mon - Fri 8.30 to 5.45, alt Sat 8.30 to 12.30)  ",5500
