Job_Title,Job_Company,Job_Salary,Job_Desc
Business System Analyst (Permanent)RECRUIT EXPRESS PTE LTD(Recruitment Firm),RECRUIT EXPRESS PTE LTD(Recruitment Firm),"SGD 4,500 - SGD 5,500Min 7 years (Senior Executive) Singapore - Central","We are looking for a Business System Analyst to perform the following job scope:Manage and lead IT Projects assignedEvaluate and prepare Proposals and Cost/Benefit analysis for IT solutions assignedDevelop or work with outsourced providers to develop IT solutionsResearch and evaluate emerging technologies and find solutions that best fit our operationsSupport and maintain existing IT solutions and documentationDevelop and maintain user manuals and training documentsRequirementDegree in Computer Science or Engineering with at least 7 years + working experienceProven Track Record for Project Management skillsPrior experience working in Real Estate or Hospitality Business solutions such as Opera will be desirableAdvanced knowledge of software development life cycle protocolsKnowledge of agile development methodology, web development and design is requiredAble to work independently or collaborate with outsource parties to design, develop and implement system solutionsEA License No. 99C4599EA Personnel Registration Number: R1762488 (Jolene Lim Qi)"
"Commercial Business Analyst, FP&A exp required (Up to $5500)  Foreign MNCRECRUIT EXPRESS PTE LTD(Recruitment Firm)",RECRUIT EXPRESS PTE LTD(Recruitment Firm),"SGD 3,800 - SGD 5,500Min 4 years (Senior Executive) Singapore - Central","Our client is an established foreign MNCJob Responsibilities: Provide management with accurate financial information to improve business decision making process. Provide advice to management on the organizations exposure Identify projects tax and transfer pricing exposures Recommend risk mitigation measures Responsible for proper recognition of projects revenue streams Handle complex pricing detail in tenders Other ad-hoc duties as assignedJob Requirements: Min Diploma Holder and above At least 3  4 years of audit or Financial Planning & Analysis experience Immediate notice requiredInterested candidates, kindly email your detailed resumes in MS word format to daphneong@recruitexpress.com.sgAttention all resumes to Daphne Ong (Wang Shimin) (R1325263)Short listed candidates will be notified"
System Analyst/Business AnalystStone Forest IT Pte Ltd,Stone Forest IT Pte Ltd,"SGD 3,200 - SGD 4,500Min 2 years (Junior Executive) Singapore - Central - Others - Wilkie Edge","You will be part of a dynamic team of system designers and application developers to develop and enhance a complete suite of integrated Human Resources Management System, such as HR Information System, Payroll, Employee Self-Serve, Leave, Time & Attendance and Mobile application. We provide a good working environment and opportunities for career development and personal growth.ResponsibilitiesAssist project manager in planning the project milestones, project tasks, and project schedule.Understand & analyse the requirements and translate it into project documentationManage project tasks to meet schedule.Prepare test plan & test environment for System Integration Testing & User Acceptance Testing.Conduct testing of programs to ensure the quality of deliverables meet the requirements and adhere to defined processes.Support the testing activities, log the test results, rectify the incidents, carry out retest till closure of incidents.Assist project managers to prepare implementation and data migration checklists.Build rapport with the users and their technical staff and manage their expectationHave clear and open communication with client on project issues or clarifications.Work with team members to resolve problems promptly and provide effective solution requirement.RequirementsA recognized diploma or degree in a relevant discipline such as IT, Computer Science and/or Business StudiesKnowledge in .NET/C#/MSSQL is preferablePossess 2 years of relevant experience such as application development or business/system analysts.Self-motivated with a positive can-do attitude, creative with excellent presentation, communication.Ability to lead, develop and maintain respectful and trusting relationshipAn attractive remuneration package awaits those who are successfulTo apply, please submit a copy of your updated resume in MS word format by clicking the Apply button stating your availability, current and expected salaryWe regret that only shortlisted candidates will be notified for this role; Thank you"
IT Business AnalystSingapore Post Limited,Singapore Post Limited,Around expected salaryMin 5 years (Manager) Singapore - East - Paya Lebar,"Responsibilities:Analyse and provide detailed and precise functional specifications document for Last Mile Platform requirements and all other future IT products as the systems analysts and developersIdentifying options for potential solutions and assessing them for both technical and business suitabilityWork closely with developers to ensure deliverables match accordingly to the functional specifications document in a fast pace mannerAble to work with Team Lead, Systems Analysts, Infrastructure Support, other IT Business Analysts, Software Developers and all related teams within the organisation in an efficient and effective mannerManage / Coordinate with the Users, Systems Analysts, Vendors and Peers to implement resolutions for each request and issuePerform related Project Manager Responsibilities especially on timeline and resource managemenFormulate Test Cases and execute related Test PlansOverseeing implementation of new change requests and new releasesAble to travel overseas to work when requiredUndertake any other duties that may be assigned by the supervisorsRequirements:Recognized Degree in Computer Science, IT or related disciplinesAt least 5 years of relevant working experience in systems analysis, design, development, testing, implementation and post-implementation maintenance support;Ability to write Last Mile Platform Requirements;Prior Experience on integrating Last Mile Carriers and Courier Companies including but not limited to Track and Trace, Parcel Scanning, Manifest Handling, Customs Declaration, Online/Mobile Payments, Deliveries, Collection Points and related software applications;In-depth knowledge on eCommerce Logistics  Last Mile Delivery Processes;Experience in handling users, customers, peers and vendors across different geographical regions and industries;Experience in managing multiple concurrent initiatives.Knowledge on Java, MS .Net;Knowledge on XML, JSON, Webhooks;Knowledge on MySQL and any NoSQL;Knowledge on Cloud Solutions and related services;Knowledge on Web Services and experience in using them;Hands-on experience on MS SQL Server 2016 and above;Hands-on experience on MS VSS 2015 and above.Proactive self-starter with an analytical and responsible mind;Logical approach to problem solving;Good interpersonal and client-handling skills with the ability to manage expectations and explain technical detail;Ability to contribute to a team effort;Ability to learn quickly;Good oral and written communication skills;Result and customer orientated;Preferably with leadership capabilities and experience.Possess high level of Self-Personal Drive with Self-Initiatives;Committed to work and willing to contribute all efforts to the organisation;Willing to explore and able to widen exposure on all related domain knowledgeNote: We regret to inform that only shortlisted candidates will be notified."
APAC Business Analyst  Specialty chemicalsKerry Consulting Pte Ltd(Recruitment Firm),Kerry Consulting Pte Ltd(Recruitment Firm),Above expected salaryMin 3 years (Senior Executive) Singapore - Central," Global specialty chemicals MNC Finance business partnering Office in West of SingaporeThis is a leading player in the specialty chemicals MNC, specializing in flavors. Consistently lauded for its innovation and significant market share, there is now an exciting opportunity for a high calibre Business Analyst to join their team in Singapore covering the Asia Pacific region.Reporting to the Head of Strategy based in Singapore, you will be involved in a wide range of activities, including strategic planning and analysis, providing finance support including pricing to help drive regional business performance as well as identifying and evaluating potential growth opportunities. This is a highly visible role where you will partner senior management and work closely with business teams across APAC.The successful candidate will possess a degree in accountancy/finance/ mathematics, ideally with 3-6 years of experience in a financial/business analysis capacity. Prior exposure to cost analysis in a manufacturing setting will be highly advantageous.You are commercially astute, strategic in outlook and thrive in a fast-paced dynamic environment. You are highly confident and possess excellent interpersonal and communication skills.To apply, please submit your resume (in word format) to Alsa Chia at AL@kerryconsulting.com, quoting the job title and reference number AL14134. Only successful shortlisted candidates will be notified.Licence No: 16S8060Registration no: R1765623Type of Work: PermanentRegion: SingaporeLicence No: 16S8060"
Contract Business Analyst (Bank/ FI)RECRUIT EXPRESS PTE LTD(Recruitment Firm),RECRUIT EXPRESS PTE LTD(Recruitment Firm),"SGD 2,700 - SGD 4,000Min 1 year (Junior Executive) Singapore - Central","Job Responsibilities:Collect and analyze dataEnsure data can be extracted easily to feed system and reportsTake notes and draft recommendationsProvide enhancements to the systemConduct UAT to ensure changes are done accordinglyGeneral office administrationOther ad-hoc duties as assignedJob Requirements:Min Degree HolderAt least some experience in basic SQL codes/ SAS EG would be advantageousProficient in MS Excel (Pivot table, V-lookup)Able to start immediately or within short noticeInterested candidates, kindly email your detailed resumes in MS word format to selicialow@recruitexpress.com.sgAttention all resume to Selicia Low Pei Juan (R1767640)Short listed candidates will be notified"
Business Analyst (Banking Domain)Softenger (Singapore) Pte Ltd(Recruitment Firm),Softenger (Singapore) Pte Ltd(Recruitment Firm),"SGD 4,000 - SGD 5,600Min 7 years (Senior Executive) Singapore - Central","Please find below JD as follws:Primary Roles & ResponsibilitiesResponsible for business analysis, user coordination and implementation of business initiatives.Responsible for reviewing the end-to-end process flows, identify opportunities for automation, translate into business requirements and follow through till implementation.Collaborates with regional and global operations, technology development team, compliance to meet business and regulatory requirementsPartners with sponsors / stakeholders and manage the technology solutions from project conception through implementation.Collaborate with technology partners for technology solutions, project planning & testing management to ensure quality delivery of software solution to the businessAssist in creating business requirement documents and formulate technology solutions in response to business requirements.Assist in performing testing through different phases of project implementations, provide training to Business users, provide SME supportQualificationA graduate with 7+ Business Analysis experience in a large, multi-national organization or an entity with similar global reach and complexity.Sound knowledge in banking & lending products with prior experience in delivering operations programs (back-office processing, settlement)Strong interpersonal skills  demonstrate ability and proven track record in building partnerships and collaborative relationships at various levels within the organization, people and relationship management.Able to influence effectively; gain support for new ideas and approaches across multiple stakeholders with varying agendas and shifting prioritiesSelf-motivated and directed, proactive and action-oriented, must demonstrate personal accountability. Able to work independently and as a team player.Strong analytical, interpretive and problem solving skills; strong oral and written communication skills including presentation development and delivery.Proven project management skills would be an added advantage"
Senior Business Analyst (Perm)Search Index Pte Ltd(Recruitment Firm),Search Index Pte Ltd(Recruitment Firm),"SGD 4,000 - SGD 5,000Min 3 years (Senior Executive) Singapore - West","Responsibility:Pricing and Product DevelopmentCreate and maintains pricing modelsExplore and assess special requests for quotationsDevelops bespoke pricing and product structuresRisk ManagementManages the overall risk profile for the contractsIdentifies and reports the potential risk of the contractOversees supply developmentsMarket ResearchConducts market research in the oil, gas and electricity sectorsKeep an eye with the market clearing prices for both Commercial & Industrial and Residential marketRequirements:Minimum degreeMinimum 3 years of experience in business analyzing or related role in solar, renewable, or energy industryGood with numbers and analyticalIf you think you are what we are looking for, please send in your resume in MS Word format to search98@searchindex.com.sg or click the APPLY NOW button, stating the below,Reasons for leaving each past & current employmentSalary drawn for each past & current employmentExpected SalaryEarliest availability dateIvy ChinEA License: 14C7092Registration number: R1762655"
New Job Opening: IT Business AnalystThatz Resources Pte Ltd(Recruitment Firm),Thatz Resources Pte Ltd(Recruitment Firm),Around expected salaryMin 3 years (Junior Executive) Singapore - Central,"Job Duties:Gathers, analyzes and documents business/user requirements. Reviews and ensures alignment of requirements documented by users for projects involving different users (cross-functional).Performs and/or coordinates walkthroughs of user requirements/UAT strategy and obtains sign-off from users.Identifies the business needs, gaps and impact of the project and proposes feasible solutions.Develops user acceptance test (UAT) strategy and plan; coordinates the development of test scripts and steps prepared by business users.Coordinates and monitors progress of UAT, including monitoring and coordinating UAT logs and/or defects identified.Acts as liaison between the business users and the project team on business and user requirements.Reviews, analyzes and designs agreed business model or processes (where required)Provides or conducts train-the-trainer or initial training during implementation for projects involving new applications or modules.Works closely with Program/Project Manager on progress of project and discuss issues and risks.Continuously finds means and ways to improve operations, streamline work processes and work cooperatively and jointly with user departments to provide quality customer service.Ensures completion of documentation and filings.Job Requirements:Three or more years of working experience in IT System Analysis and Design, business process analysis, data quality management, implementation and maintenance supportCommodities or Insurance industry experience will be preferred.Proficient in business process improvement frameworks, data modeling, system solutions, integration and technical design.Proven ability to deliver results within budget and tight timelines.A leader, self-starter with the ability to multi-task and work independently.Excellent communication and interpersonal skills.Highly analytical and good troubleshooting skills.Key objective of this role:To deliver awesome user experience through result oriented yet friendly service disposition ...we call it Thatz Way!Benefits:Compensation Package:1. Basic Salary2. H&S Insurance Coverage3. Annual Leave and Medical BenefitsAs a people developer, we embrace Thatz Delight for:1. Career progression2. Subsidized training and certifications3. Annual Increment based on performance4. Performance rewards5. Company events and annual awards6. Community and sustainability supportAs an advocate for fair employment, we strive to do our best to render objective and merit-based considerations for all applications, and we shall communicate with you personally when short-listed. For those who are not short-listed, your profile will be kept for other opportunities where suitable.Best wishes to your job search!Feel free to recommend this position to your friend(s) or relative(s) who may meet our needs and be rewarded.For more information about THATZ and other job listings, please visit: www.thatz.comPlease like our Facebook: www.facebook.com/thatz.internationalLinkedIn: www.linkedin.com/company/thatz-international-pte-ltdOur Software Product: www.thatzcontact.com, https://salutensmen.sg, and https://yummydurian.com"
"Analyst, Business Management Support Admin & Projects, Private Banking, Consumer Banking Group - (1800032X)DBS Bank Limited",DBS Bank Limited,Undisclosed Junior Executive Singapore - Across Singapore - Singapore,"Business FunctionDBS' Private Banking offers a one-stop, full-service touch-point for total banking requirements and provides the highest level of personalised banking. We have a team of dedicated, experienced investment advisors who identify opportunities in the various asset classes and employ the best strategies and product vehicles to cater to each client's needs. Coupled with partnerships within the DBS network and with global institutions, we strive to build long-term relationships with our Private Banking clients in Asia by providing them with high quality, timely and extensive wealth management, investment and financial solutions.ResponsibilitiesProvide administrative support such as maintaining records of printed forms, coordinating and liaising with stakeholders and vendors, processing travel and expense claims etc.Provide infrastructure support such as Additions & Alteration work for Private Bank, maintaining records, handling all premises access control management related matters, assisting staff with printer set-up and relocation etc.Provide support for staff matters such as facilitating new hires onboarding / offboarding, liaising and coordinating with stakeholders etc. Manage and liaise with vendors, including contract management and supervision of vendors (when necessary, inclusive of weekends)Assist in all Business Continuity Planning (BCP) related matters as a BCP Coordinator Requirements Bachelor Degree with at least 1 year of banking experienceFamiliar with Microsoft Office"
Business Analyst (Customer Relationship Management)Mapletree Investments Pte Ltd,Mapletree Investments Pte Ltd,Above expected salaryMin 3 years (Senior Executive) Singapore - West,"Job ResponsibilitiesYou will be responsible for the deployment of Customer Relationship Management systems which include migrating and configuring existing data to the proposed system. You will need to liaise with external vendors on implementation of system solutions, maintain and manage strong compliance culture and the entire deployment process and be required lead on the development of project plans specifying task, staffing, scheduling and deliverables, performs work and management of plans to meet requirements. Other duties include develops and maintains software operating procedures documentation, support software usage through quality control and data analysis, work with users and technical team to develop program changes and new programs to satisfy business requirements.Job RequirementsYou should possess a Degree in Information Technology with at least 5 years relevant technical experience. To succeed in this role, you should be well-versed in enterprise systems, web portals and services, work flows and vendor management. You should also possess knowledge in dot net, web architectures, SDLC, database designs and dashboards. Other attributes include being responsible, strong and quick team player and able to work independently in a fast-paced environment.Interested applicants, please submit your resume online via APPLY Now.(We regret that only shortlisted candidates will be notified. Mapletree Investments Pte Ltd shall not be responsible or liable to any recruitment firm or agency in connection with the receipt of any unsolicited information on any prospective candidate.)"
Strategic Business Analyst (MNC)P'nnacle Pte Ltd(Recruitment Firm),P'nnacle Pte Ltd(Recruitment Firm),Around expected salaryMin 4 years (Senior Executive) Singapore - Central,"Organise meetings in Singapore and with other locations, including scheduling, coordination of discussion papers, writing and distribution of meeting minutes.Identify areas of improvements to the meeting procedures or organizational procedures, and highlight them to the respective management.Follow-up and monitor the implementation of the decisions (including cooperation with external parties, e.g. setup of legal entity).Compile management reports and dashboards to senior management in the region for analysis and to support decision making.Project Management by tracking and reporting on the progress and status of projects, proposals and investments across the region.Coordinate the annual budgeting and mid-term strategic planning processes.Risk management by coordinating and leading the annual risk analysis process, status reporting on quarterly basis.Act as liaison between CEOs office and other business units.Handle confidential information as well as formulate systematic follow up procedures.Other duties as assigned.Requirements:Min Degree in any disciplineMin 3  5 years of business analysis experienceExperience in consulting firmsExcellent communication and interpersonal skillsInterested & qualified applicants, please forward your latest CV in MS word format to fion@pnnacle.com.sg"
Business AnalystCapita Pte Ltd(Recruitment Firm),Capita Pte Ltd(Recruitment Firm),Below expected salaryMin 2 years (Junior Executive) Singapore - Central,"Creates business requirement document and translate it into functional specifications.Engage with stakeholders to understand and respond to their needs in rapidly changing business environments.Recommend changes related to implementing a new business solution.Provides analytic support by analyzing data extraction from various databases and data interpretation.Plan and perform Integration Test and User Acceptance Test (UAT).Requirements:Degree with min 2 years of experience working as functional or business analystExperience in modeling business processesAble to assess and validate activities and to determine if a solution has fulfilled the requirementsGood documentation & presentation skillsInterested candidates, who wish to apply for the advertised position, please email us an updated copy of your resumewith recent photo attached to tech5@capitagrp.com;sw@capitagrp.comWe regret that only shortlisted candidates will be notifiedEA License No.: 08C2893"
Senior / Business Analyst (Digital)Fehmarn Consulting Pte Ltd(Recruitment Firm),Fehmarn Consulting Pte Ltd(Recruitment Firm),Above expected salaryMin 5 years (Senior Executive) Singapore - Central,"Our client is looking for a Senior / Business Analyst (Digital)The OpportunityDevelop the validation and acceptance criteria with users to ensure acceptance of internet and mobile solutionsPlan and lead in co-creation sessions with stakeholders, and manage requirements by continuously clarifying and reviewing them via prototype walkthrough with stakeholdersElicit and document business/ user requirements and translate them into user stories for developmentDrive the design and work closely with Product Owner, UX team and development team to ensure requirements are aligned to UI/UX designsWork with development team and stakeholders to plan and participate, coordinate and monitor progress, and acceptance of UATReview system testing, integration testing and data conversion documents to verify that specifications are metWork with the technology teams in defining solutions, integration between modules and interfaces with other systemsUndertake root cause analysis for problems in order to implement preventive and corrective measures to meet business and performance needsRequirements:Bachelors DegreeMinimum 5 years of experience working as a Business Analyst in digital projectsFamiliar with digital sales & marketing, digital services and eCommerce preferredKnowledge of Search Engine Optimisation (SEO) process and web analytics toolsKnowledge in IT business analysis, content management and CRM systems such as Sitecore and SalesforceExperienced in Agile project methodology and toolsStrong vendor and stakeholder management as well as inter-personal and organizational skillsAbility to manage and work on multiple projects simultaneouslyWork independently, takes ownership of problems within own area of knowledge and accountable for the quality of own workHighly motivated in problem-solving with strong investigative skillsPosition level may commensurate with experienceOnly Singaporean Need ApplyShortlisted candidates will be notified"
Business AnalystSPE NETWORKS - ASIA PTE LTD,SPE NETWORKS - ASIA PTE LTD,Around expected salaryMin 3 years (Senior Executive) Singapore - East - Changi,"The Business Analyst is part of Sony Pictures Entertainment (SPE) Regional Asia Pacific IT team based in Singapore and will work closely with the SPE Television Networks line business users and any other line of business as determined by the SPE Regional Asia Pacific IT management to assist in understanding the business processes, workflows, and information requirements of the users. The incumbent will primarily serve in the support of the current and future applications and the requirement analysis process by providing consulting on reactive, proactive and enhancement support services, as well as testing services to one or many applications.Key Responsibilities:Collect, review, analyze, and manage user and system requirements from business users by:Analyzing/understanding business challengesMapping current business processes and workflows to the new system or serviceDetermining interface and data conversion requirementsResolving any issues which may affect the business processPrepare/run reports, export and analyze dataEstablish and sustain strong on-going relationships with IT and business partners by working with the business and technical teams to clarify functional requirements for design specifications and testingDevelop detailed proposals, project charters, functional and data requirements, process flows, use cases, information needs, test scenarios, and obtain specification approvalsManage the UAT process by performing smoke testing, defect tracking and resolution, communicating status, and obtaining business approvals on UAT for scheduled deploymentsAssist in demand queue management including prioritization, capacity and build planning, scheduling, etc.Serve as a liaison to other teams in planning, coordination, development and deployment of multi-team enhancement or projectsEnsure that delivered functionality/system matches the functionality specified and that business is satisfied with IT services and productsUnderstand, manage, escalate, mitigate, and communicate user expectations, status, risks/issues to all relevant IT and Business team members at all levelsEnsure training needs are met by training users in the functionality developedRequirements:Strong functional specifications and user requirements skills a mustAbility to read, write and converse effectively in MandarinEvidence of business acumen in order to communicate effectively with business and IT in day-to-day operations and delivery of IT servicesUniversity degree requiredSQL and VB skills experience desiredOracle database experience desiredAgile methodology experience desiredNetwork and desktop troubleshooting experience requiredLandmark Sales, Landmark Rights & Scheduling, Bebanjo, Rightsline and Tableau experience desiredPrior experience in the Television Networks industry, preferably in Digital Networks, Rights Management would be highly advantageous"
Business Analyst (Financial Analyst) (Junior)Fujitsu Asia Pte Ltd,Fujitsu Asia Pte Ltd,Around expected salaryMin 2 years (Junior Executive) Singapore - West,"You will be involved in supporting the business unit head in the financial management of their business. This will include preparing financial packs for the sales and delivery teams, forecasting, budgeting, analysis, management reporting etc.Key ResponsibilitiesSupport the Business Unit head in all aspects of financial managementCreate financial packs for Project Managers and Sales ManagersAssist in financial planning and analysisPrepare budgeting and forecastingProject Control ManagementSupport Month-end closingOther ad hoc task as requiredRequirementsDegree in Accounting/Finance with2 years of relevant working experiencein a financial analysis roleExperience using SAPExperience in ICT industry would be highly advantageous"
Business AnalystGiti Tire Global Enterprise Pte Ltd,Giti Tire Global Enterprise Pte Ltd,Around expected salaryMin 2 years (Manager) Singapore - Central,"Candidates with no working experience will be considered.Job Duties:Analyse and maintain business performance using financial data for group companies.Develop accurate financial models.Identify trends, conduct business studies on past, future and comparative performance.Access market data to provide up to date valuation metrics.Develop investment due diligence reports.Prepare analytical reports as required.Assist with structuring transactions, negotiations and preparation and review of transactions documents.Act generally as required and guide and influence long-term and strategic decision making within the group.Requirements:Minimum Bachelors Degree in Accountancy or Finance (honours preferred)1-2 years of experiences from Venture Capital, Private Equity, Investment Banking, Securities Equity Analysis or M&A/DD consulting.A high level of independent judgment, initiative and problem-solving skills, stakeholder management, and the ability to demonstrate a high degree of confidentiality and discretion.Advanced computer proficiency in financial forecasting, modelling and reporting.Proven knowledge of financial forecasting, corporate finance and information analysis.Excellent problem-solving, synthesis and analytical skills with attention to detail, while keeping the big picture in context.Hands on experience with statistical analysis and ability to extract data from financial data service providers.Strong written, verbal and interpersonal communications skills.Proficiency inMS Excel, MS Access, Word, and PowerPoint"
"Senior Business Application Analyst (Finance, WMS & Data Management)People Profilers Pte Ltd(Recruitment Firm)",People Profilers Pte Ltd(Recruitment Firm),"SGD 4,500 - SGD 5,500Min 5 years (Senior Executive) Singapore - West","Industry: Leader in Maritime and Offshore Supply, Services and LogisticsLocation: Gul Circle (Transport pick up at Lakeside)Working Days: 5.5 days (alt. Sat)Job ID: 40894Responsibilities:Assist the Group roll-out of ERP and be familiar with all aspect of ERP Financial and WMS modules.Responsible to co-ordinate any software integration and external interface development if needed.Monitors process adherence and consults with the process owner and user for issue resolution.Supports and work with Vendor and IT Team on enhancements with a continued focus on process improvement to meet business case goals.Co-ordinate test processes and configuration assuring quality of any additions, changes or deletions to the system.Consults with business stakeholders to identify and document business needs and objectives, current operational procedures, problems, input and output requirements, data scope, usage, formatting and security requirements.Provides timely response to end user calls and help tickets assisting in problem resolution.Works together with business experts for implementation project and delivers on time for each project phase.Requirements:Diploma in Information Technology or related.Minimum 10 years of experience working with ERP solutions as Business Applications Analyst or Senior BA for Financial and/or WMS roles with proven experience in unit / integration testing, user acceptance testing, preparation of test scripts, authorization and roles design, end user training and data migration.Minimum 10 years of experience working with cross-functional teams and heavily matrixed multinational organization.Any experiences in SAP Hana or Dynamic 365 in Marine industry will be a plus.Conversant with programming languages such as .Net, PHP, ABAP, Ms SQL and report writing experiences will be a plusGood understanding of large data set and business intelligence.All Successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits.We regret that only shortlisted candidates will be notified.People Profilers Pte Ltd, No. 1 Finlayson Green #18-01 Singapore 049246 Tel: 6671 9874http://www.peopleprofilers.comxinhui.yan@peopleprofilers.comEA Name: Yan Xin HuiEA Licence Number: 02C4944Registration Number: R1328263"
"Regional Financial Analyst (Business Partnering, FPNA) / US MNC / West ($6500)                       Capita Pte Ltd - Business Support 1         (Recruitment Firm)",Capita Pte Ltd - Business Support 1         (Recruitment Firm),"SGD 5,500 - SGD 6,500Min 5 years (Senior Executive) Multiple work locationsSingapore - WestSingapore - Central","KEY ACCOUNTABILITIESPreparing revenue analysis and reporting on a timely basis for managementPreparing periodic profit and loss and balance sheet reporting and analysisExpense management & performance trackingWork with country finance teams to ensure modeling for complex forecasts & annual operating plans is comprehensive & streamlined.Assist in analyzing regional investments and other capital requirementsIdentify performance variances, and revenue and profit driversPreparing risks and opportunities analysisSKILLS & QUALIFICATIONSBachelor's degree preferably from Finance/Accounting.3 to 5 years of relevant experience in Financial Planning and Analysis.Strong Excel Skills like Pivot Tables, vlookup, hlookup, Dashboard is required.Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume in Ms word format.Job code : JSTEmail Address : bs1@capitagrp.com, jason.tan@capitagrp.comRegistration No.: R1550707EA License No.: 08C2893"
Senior IT Business AnalystInfineon Technologies,Infineon Technologies,Below expected salaryMin 5 years (Non-Executive) Singapore - Central - Kallang - Kallang,"Part of your life. Part of tomorrow. We make life easier, safer and greener - with technology that achieves more, consumes less and is accessible to everyone. Microelectronics from Infineon is the key to a better future. Efficient use of energy, environmentally-friendly mobility and security in a connected world - we solve some of the most critical challenges that our society faces while taking a conscientious approach to the use of natural resources.In your new role you will:Lead or support global & regional implementation projects and change requestsProvide proactive consulting and support on SAP BPC and other financial controlling & planning toolsDesign and implement interfaces between SAP and non-SAP solutions Gather, document and analyze business requirements Prepare business blueprint, functional and technical specificationPerform integration testing and conduct UAT with business usersConduct training to business users when necessaryYou are best equipped for this task if you have:Bachelor degree with at least 5 years' working experience in IT business consulting Experience in SAP FI/CO module and technical configuration know-how is a mustExperience in SAP BPC, Product Costing or any financial controlling & planning tools is a mustGood project management skills is an added advantageAbility to work effectively in a matrix organization and across geographical boundariesStrong analytical, problem solving and business engagement skillsGood written and verbal communication skillsPositive attitude, willing to learn, self-motivated team player"
Financial/Business Analyst (Japanese Language) *Central 4K~5.5K* (Ref.26730)Reeracoen Singapore Pte Ltd(Recruitment Firm),Reeracoen Singapore Pte Ltd(Recruitment Firm),"SGD 4,000 - SGD 5,500Min 5 years (Manager) Singapore - Central - One Finlayson Green","Ref.26730Job description   IndustrySoftware/Information Processing, Finance(Banking)Objectives of the PositionThe Financial/Business Analyst will work with clients and their portfolio companies during implementation and ongoing support. Independent problem-solving, good communication, and Excel expertise are key to this role.Applying finance knowledge to analysis of P&L, balance sheets, and cash flow statementsConfiguration and trouble-shooting in the monitoring and valuation models in oursoftwareTraining and support to existing clientsSupporting the business development team when technical/financial expertise is neededInvolvement in process-improvement projects in response to business needs, includingcontributing to development and implementation of new business processes and bestpracticesAbility to follow directions, but also think independentlyRequirements     JLPT level of Japanese Speaking for communicate with native Japanese clientsIntermediate Excel and an interest in developing skills to a high standardExcellent analytical and problem-solving skillsWorking knowledge of GAAP and general financial/accounting concepts and experienceStrong interpersonal skills to communicate effectively internally and externallyMinimum 2:1 degree or equivalent (Accounting or Finance helpful but not required)Work Location Central/One Finlayson GreenSalary 4,000 - 5,500Work Time 9:00-18:00 WeekdayBonus potentialStudy support for professional training or to gain relevant qualificationsA challenging job and superior development perspectives in a fast growing, innovative company with room for your own initiativeThe opportunity to challenge yourself while shaping the future of a companyA working climate based on mutual trust and cooperationWorking directly with senior level executivesWe are an energetic office with a foundation in innovation and an entrepreneurial spiritStandard working hours (full-time, 9.00am  6.00pm Monday to Friday)20323Probation 3 months**********************************************************************For interested applicants, kindly indicate the following in your resume in order for us to process your application faster.1. Reason for leaving past and present employment(s)2. Expected / Last drawn salary3. Availability dateInterested candidates, kindly email resume (with stated job position and Ref No.) to: songyao@reeracoen.sgRegistration No.: R1654615 (Hou Song Yao)We regret that only shortlisted candidates will be notified.Posted on behalf by R1874087 (Teo Yun Xuan)"
Business AnalystA-IT Software Services Pte Ltd(Recruitment Firm),A-IT Software Services Pte Ltd(Recruitment Firm),"SGD 5,000 - SGD 7,500Min 5 years (Senior Executive) Singapore - Across Singapore","Job Duties & responsibilitiesPart of a Scrum team handling projects/enhancementsFacilitate requirements workshops to engage the various stakeholders such as Front Office users to elicit and validate business requirements.Lead and manage issues during UAT/Sprints, and ensure all requirements have proper traceability.Leverage the subject matter experts in T&O in delivery of structured and well-thought through solutions.Become an effective bridge between users and technology.Good team player with strong interpersonal skills.Respond promptly to issues raised, through good understanding of business, operational and technical considerations, and recommend sound solutions.Required ExperienceAt least 5-6 years working as a Business Analyst.Possess strong business & technical subject matter knowledge.Working experience on FX Derivatives is a must.Experience in Agile delivery will be an advantage.Must be organized, able to work with minimal supervision, flexible to switch and work on different projects and manage them in a timely mannerExperience working on Jira, Confluence will be an advantage."
Business AnalystRecruitFirst Pte. Ltd(Recruitment Firm),RecruitFirst Pte. Ltd(Recruitment Firm),"SGD 5,500 - SGD 7,500Min 8 years (Senior Executive) Singapore - Central","Business AnalystUp to $7500Monday to FridayOffice HoursResponsibilitiesManage full cycle of analytics in the organisationWork and liaise closely with various stakeholders to understand business problems and gather improvementsConduct requirement analysis and gathering to align analysis to stakeholdersAcquire and utilize data from multiple data sources to develop and maintain data model for useDesign and implement process to extract and transform dataAnalyse structured and unstructured data to obtain business insightsDevelopment and implement database and data collection systemsDevelop and generate reports, data visualization and dashboards to support metricsPresent solutions to business stakeholdersAny other duties as assignedRequirementsDegree in Computer Science/ Engineering/ Business Analytics/ Any other related fieldsAt least 8-12 years of relevant work experience as a data engineer/data architectStrong experience and knowledge in various data warehouse/Database technology softwares (SQL Server, DB2)Proficient in various data analytics methods and tools such as R, Pytthon, SQL etc.Excellent analytical and problem solving skillsTo apply, please click onApply Nowor email your updated resume toshuting@recruitfirst.com.sgHo Shu Ting (R1656736)RecruitFirst Pte Ltd (13C6342)"
