job_title,job_description,salary,company,salary_min
"Senior Manager, SMU International Office","JOB DESCRIPTION  Formulate strategies and action plans for forging partnerships with universities, undertaking research and analysis of markets, as well as trends and developments in international education, to identify opportunities and potential partners. Provide management with advice on SMUâs external engagement and international relations, as well as manage incoming visits by partners/higher education institutes, and out-going visits by SMU management. Formulate strategies/action plans to raise SMUâs global profile, including coordinating SMUâs participation in international education forums and networks, working with SMU schools, institutes, centres, labs and initiatives to promote and profile their programmes, and forums/dialogues.  REQUIREMENTS  Post-graduate qualifications or Bachelor Degree in international relations, international marketing or fields of study with a global-orientation. At least 6 years of experience in the international education sector or working on cross-cultural exchanges at the people-to-people level, or in similar fields of work. Proven high level skills in partner and project/event management - working with diverse teams and across cultures to achieve objectives, as well as in business development, analysis and cultural appreciation of foreign countries/markets. Strategic and analytical thinker. High level of written and oral communication skills. Meticulous with an eye for detail and keen appreciation of good documentation. Ability to manage multiple, competing tasks and deadlines with a high degree of accuracy. A good combination of high intelligence, emotional and cultural quotient.  ",Not Specified,Singapore Management University (SMU),Not Specified
Market Data Analyst (ShareInvestor Pte Ltd),"Market Data Analyst (ShareInvestor Pte Ltd)  Responsibilities: Collect, compute and analyse relevant financial data of listed companies, organise and present them on the company portal, in timely manner, for the consumption by our subscribers Capture corporate events / actions and translate them to adjustments of impacted financial data Research, evaluate, propose new solutions or recommendations for adhoc project requirements that are related to the financial data or the financial fundamentals of listed companies Provide support to forum, blog and other user queries on interpretation of financial information Perform any other duties assigned from time to time, including rare occasions of working during weekends Requirements: Minimum academic qualification: Diploma in Finance/Accountancy or other finance-related discipline Knowledge of basic accounting and financial terms is required Flair for data precision / accuracy / quality / thoroughness plus strict adherence to structured data process and timeline is a must Proficient in MS Office, especially in Word and Excel Good communication skills, especially in oral and written English Hard-working, meticulous and organised Pleasant personality with good interpersonal skills Must be a team player Available to work weekends when required Experience or passion in equities investment would be an added-advantage  ",Not Specified,SHAREINVESTOR PTE LTD,Not Specified
Opening for Business Analyst at Indonesia (Jakarta),"Role : Business Analyst  Minimum of 4+ years as a Business Analyst in Capital Markets Knowledge of treasury products and their front to back processi Tracker Sheet_Business Analyst_Indonesia ng, should have expertise in at least 1 asset class. Good experience in gathering and writing requirements and functional specifications, UAT, SIT support Good understanding of capital market business with in-depth knowledge of front/Middle office functions (pricing, Valuations and Risk). Good to have experience working with some key asset classes (FX/MM, FI, IRD, COM, Equity or Credit). Good to have experience of setting market data in Murex treasury platform (Not mandatory) Proven and demonstrable track record as BA for projects in financial services - preferable Investment banking and BO Good experience in gathering and writing requirements and functional specifications Experience in Murex is preferable. ",16666,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,16666
"Research Fellow (2-year contract), Living Analytics Research Centre","JOB DESCRIPTION  The Living Analytics Research Centre (LARC) is a research centre set up inSingapore Management University (SMU)andCarnegie Mellon University (CMU)as our strategic partner that focuses on analytics in the fields ofUrban and Community Liveability,Personalised Urban Mobility,Jobs and Skills Intelligence, as well asSmart Consumption and Healthy Lifestyle. Candidates who join us can also expect to gain a deeper knowledge in the following areas such asBig Data Analytics,Data Mining,Machine Learning,Deep Learning, Human Computer Interaction, Urban Computingandother relevant disciplines. The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains. Data and Text Mining Deep Learning Recommender Systems Big Data Infrastructure Machine Learning Crowdsourcing Social-Urban Sensing  The candidate will also be responsible for one or more the following aspects: Design research methodologies Develop algorithms and models Conduct data science studies Design and conduct experiments Design and implement applications, tools and systems Develop analytics capabilities in big data infrastructure   REQUIREMENTS  PhD in Computer Science and related disciplines Good knowledge in relevant research topics and related research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C Self-motivated and able to carry out tasks independently Excellent team player and possess strong inter-personal skills Analytical and meticulous with attention to details  ",Not Specified,Singapore Management University (SMU),Not Specified
Business Objects Specialist **Government** 1 year contract,"Manage multi-sourced qualitative and quantitative data; qualitative data in form of ordinal or nominal and quantitative data can be discrete or continuous. Develop new dashboards and reports for end-users as well as to enhance existing reports/dashboards whenever required. Work proactively with the solution/system vendor to optimise the design and maintenance of the EIS data warehouse staging area and data universe in a systematic manner for business reporting and analysis. Work effectively and actively with solution/system vendors to ensure completeness in scheduled and non-scheduled data extraction, data/file interfaces, data migrations and data refresh in the EIS. Work with various stakeholders/data owners and relevant system integrators to proactively propose and drive system enhancements/improvements in the system. Review and maintain ETL for enhancement and to perform the necessary system configuration/software installation to allow users to access the system and to design reports. Work with solution vendors to manage and conduct System Integration Test (SIT) and User Acceptance Test (UAT), and develop test plans and test cases to test all required functionality and possible exceptions. Work with solution/system vendor and hosting vendor to ensure both the hardware and software specifications and requirements are optimised for EIS performance. Support system users and conduct user training sessions, whenever required  Requirements Possess at least a Bachelor's degree with Business Object developer/designer certification At least 4 yearsâ experience in SAP Business Office solutions with at least 2 years experience in designing dashboards and reports on Lumira/ Xcelsius/ Webi/ Crystal Highly proficient in Business Objects knowledge and development skills Strong SQL skills and wide experience in developing dashboards/report on commonly known business intelligence and analytical tools Good understanding and experience in ETL, Data cubes, Data Models, Data warehouse design principles and best practises. Good experience in business intelligence system implementation and maintenance Understanding of financial reports & dashboards will be added advantage Strong oral and written communication skills Strong interpersonal skills and good team player   Interested candidates please send a copy of your updated resume to denyse.tan@ recruitexpress.com.sg  Denyse Nicole Tan Shuqin Personnel EA License No.: R1333503 Recruit Express Pte Ltd (EA Licence No.: 99C4599)    ",3500,Recruit Express Pte Ltd - HCLS,3500
Business development / Client Service Executive,"Responsibilities: Conduct research and market intelligence work to facilitate formulation of business development plans and strategies Execute strategies and customer engagement opportunities for key accounts Provide market trend and accurate monthly sales forecast Engage and build excellent relationship with existing accounts and service new clientsâ accounts Administer full spectrum of sales order processing functions for both local and overseas markets Handle phone calls and email enquiries Process order transactions including quotation, customersâ update and upkeep of customersâ correspondence. Coordinate logistics with shipping department on payment & shipment date, including invoicing & delivery of customersâ orders Assist to resolve issues on orders feedbacks, delivery schedule, return and exchange etc  ",3000,The Supreme HR Advisory Pte Ltd,3000
"Research Fellow (2-year contract), Living Analytics Research Centre","JOB DESCRIPTION  The Living Analytics Research Centre (LARC) is a research centre set up inSingapore Management University (SMU)andCarnegie Mellon University (CMU)as our strategic partner that focuses on analytics in the fields ofUrban and Community Liveability,Personalised Urban Mobility,Jobs and Skills Intelligence, as well asSmart Consumption and Healthy Lifestyle. Candidates who join us can also expect to gain a deeper knowledge in the following areas such asBig Data Analytics,Data Mining,Machine Learning,Deep Learning, Human Computer Interaction, Urban Computingandother relevant disciplines. The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains. Data and Text Mining Deep Learning Recommender Systems Big Data Infrastructure Machine Learning Crowdsourcing Social-Urban Sensing  The candidate will also be responsible for one or more the following aspects: Design research methodologies Develop algorithms and models Conduct data science studies Design and conduct experiments Design and implement applications, tools and systems Develop analytics capabilities in big data infrastructure   REQUIREMENTS  PhD in Computer Science and related disciplines Good knowledge in relevant research topics and related research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C Self-motivated and able to carry out tasks independently Excellent team player and possess strong inter-personal skills Analytical and meticulous with attention to details  ",Not Specified,Singapore Management University (SMU),Not Specified
Senior Programmer Analyst ,"Responsibilities: You are responsible for the development of Web application solutions for customers. Your job includes gathering of requirements, design, development, testing, implementation and support. The solution must meet customers' and information security requirements as well as the corporate standard. The design and deliverables need to be robust, cost-effective and easy to support and maintain.  Requirements: Degree in Computer Science, Information Technology or equivalent Minimum 5 years of experience in IT and web development Experience in Java, Javascripts, Java servlet, Linux/ Windows and Object Oriented Analysis/ Design and Web application secure coding practices Knowledge of Eclipse, Tomcat Oracle, Sybase and SQL query language Well-versed in the software development life cycle from requirement gathering to analysis/ design, development , implementation and support Strong analytical, design and problem-solving skills, as well as good communication and interpersonal skills Translate business requirements into technical specification Willing to learn and take up new challenges or skill sets as needed Willing to provide application suport after office hours Knowledge of the following software is advantageous: jMeter, Junit, Selenium, ORM technology, such as Spring, Log4j, as well as Spring Security and Java Persistence API (JPA) Remuneration will commensurate with your qualifications and experience. Interested applicants are invited to send a comprehensive resume, stating current and expected salaries by 21 July 2018:  The Human Resource Manager Federal Express (S) Pte Ltd 90 Alps Avenue, Singapore 498746 or e-mail: SGPrecruit@fedex.com  We regret that only shortlisted candidates will be notified.  ",Not Specified,Fedex Express,Not Specified
IT & Multimedia Executive (Adobe Photoshop/Active Directory/IP Networking,"â¢ Attractive salary packages â¢ Company Bonuses, Benefits & Privileges â¢ Career Progression Opportunities  Interested applicants can send your resume to supreme.cathrynteng@gmail.com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered.  Role:  Ensure the security and integrity use of IT assets and information. Provide IT assistance and support to all users (ie. Troubleshoot, diagnose and resolve all network problems & software issues, install, configure, administer and maintain IT software/hardware) Monitor compliance of IT policies, procedures and other regulatory requirements. Ensure the smooth operations and reliability of all IT resources, intranet and network access. Liaise with suppliers for purchase, maintenance and support of IT hardware, software and services. Perform regular data backup across the entire network. Conduct checks diagnostics on hardware system Managing the procurement of IT systems including budgeting and billing related purchases and expenditures Hardware support including setup, troubleshoot, maintenance and upgrade of system. To assist in user accounts and permissions management. Involve in IT systems, architecture and resources planning. Ensure website, software and hardware are regularly updated and operating in optimum conditions. Perform any ad hoc projects as and when assigned Create, advise internal and external stakeholders on visual concepts and design ideas to communicate promotional and marketing messages that inform, inspire or captivate target audiences. Develop the overall layout and production design for advertisements, logos, brochures, infographic construction, reports and corporate communications, including web banners and eDMs âIllustrate concept by designing layout of art and copy arrangement including size, text style, colours and image. Review designs for errors before printing or publishing them. Update websites including editing content. Liaise with external parties on production matters. Assist in any ad-hoc duties, projects and activities as and when required.  Requirement: Diploma/Degree in IT discipline with appropriate certifications (Microsoft MCSE), Graphic & Media Design, Creative Multimedia, Web Design or related qualifications. Strong IT background with at least 3 years relevant experience in server and network administration, user support and IT infrastructure. Good knowledge of latest and recent Windows operating systems and application software, Active Directory, Group Policy, TCP/IP Networking, MS Exchange Server 2003 and later versions, SMTP configurations, Microsoft IIS, and SQL Server 2000 and later versions. Good grasp of IT issues and problem solving and abilityI in full application development life cycle of IT systems from user requirements, vendor delivery management, system integration and implementation management. Proficient in Adobe Indesign, Photoshop, Illustrator and other design software. Creative and passionate about digital media industry. Self-motivated and able to work independently in a fast paced, target driven environment. Knowledge in basic photography and videography is an added advantage. Pleasant personality with good presentation and communication skills. Prefer someone can start in short notice or immediately. Please include the following in your Resume Document * (*.DOC/PDF - Files should not exceed 2MB) â¢ Name â¢ Contact No. â¢ Nationality/PR Status â¢ Location/Address â¢ Recent Photo â¢ Expected Salary ",2000,The Supreme HR Advisory Pte Ltd,2000
Junior Graphic Designer,"Responsibilities: â¢ Conceptualize and design creative brand expressions â¢ Understand print process â¢ Preparation of Final Artworks â¢ Meeting project deadlines â¢ Work closely with production team â¢ Fulfill ad-hoc design tasks assigned â¢ Account service/communication with customers  Requirements: â¢ A diploma in Art/Design/Creative Multimedia/equivalent â¢ Able to work solo and as a team â¢ Positive mindset & attitude â¢ Skilled in Adobe PS, ID & AI â¢ Quality work on tight deadlines â¢ Bonus: Relevant Design Experience ",Not Specified,ISUCCESS DIGIPRESS PTE LTD,Not Specified
"Senior Research Scientist (1-year contract), Living Analytics Research Centre","JOB DESCRIPTION  The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains. Data and Text Mining Machine Learning Deep Learning Crowdsourcing Recommender Systems Social-Urban Sensing Big Data Infrastructure  The Research Scientist will also be responsible for one or more of the following Designing research methodologies Developing algorithms and models Conducting data science studies Designing and conducting experiments Designing and implementing applications, tools and systems Developing analytics capabilities in big data infrastructure  REQUIREMENTS  Phd in Computer Science Good knowledge in relevant research topics and related research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C  ",Not Specified,Singapore Management University (SMU),Not Specified
Marketing Executive (Digital Focus) ,"Job responsibilities develop brand marketing activities with budget and KPIs implementation digital channels in a cost efficient and effective manner to draw traffic and sales leads, to enhance brand digital performance Design and develop new website with business development team and vendor Track and analyse digital activities performance for effectiveness of all digital promotional activities Support trade exhibition and product demo & training Strengthen SEO/SEM/SEA in Asia market Explore opportunities and analyse feasibility of launching new product & markets Requirement Degree/Diplomain Marketing, E-commerce management, Business or related disciplines 3-5 years of marketing experience using social media platforms for marketing campaigns Knowledge of AI and Photoshop, web or app development experience is a plus Mature, independent, outgoing, proactive with good interpersonal skill. Self-motivated, energetic and an excellent team player Excellent communication skill, creative, strategic thinking, attention to details and result-oriented Strong project, analytical skills and data-driven thinking Experience in SEO/SEM preferred Knowledge of ecommerce platforms, Google AdWords and Google Analytics is an advantage    ",Not Specified,Eltron Interconnection System Pte Ltd,Not Specified
Senior Software Developer [Java / HTML / MySQL / Design / Database]," â¢ 5 Days with Good Benefit â¢ Career Development Opportunities â¢ Attractive Salary Packages (Basic + Allowance + Bonus + AWS)  Interested applicants can send your resume to â nicolephang@thesupremehr.com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered.   Requirements: Candidates should possess at least a Diploma or Degree in Computer Science, Information Technology, Computer Engineering, Science & Technology or Engineering (Electrical/Electronic) At least 4 years experience developing server-side web-based applications on one or more of the following platforms - Java, Javascript Have a good sense in designing distributed systems, able to understand and articulate pro and cons of different design concepts Experience with NoSQL databases (eg. MongoDB, Redis, Neo4j, etc) and relational databases (eg. SQL server, MySQL, etc). Must be able to demonstrate solid skills in database and application performance tuning Knowledge of social media APIs (eg. Facebook API, Twitter API) Good understanding of Natural Language Processing concepts. Experience with business intelligence, reporting and data visualization tools would be highly beneficial Enthusiasm for innovation in the tech industry, passion for continuous learning and improvement. Able to work in fast-paced environment and learn new technologies as necessary. Responsibilities: Design, implement and enhance the company line of software applications Lead an application team in product development and customer support Research into new technologies and software architectures Please include the following in your Resume Document * (*.DOC/PDF - Files should not exceed 2MB) â¢ Name â¢ Contact No. â¢ Nationality/PR Status â¢ Location/Address â¢ Recent Photo â¢ Expected Salary ",3000,The Supreme HR Advisory Pte Ltd,3000
Senior Support Analyst,"Essential Duties and Responsibilities: The area of support includes regional office in Singapore. Manage service request and incident management processes to meet IT service quality SLAs Manage problem management process to ensure root cause analysis and problem resolution workflow are executed when required Ensure standard ITIL based service delivery processes are implemented for IT services to be fit for use and fit for business Identify cost optimization with service improvement opportunities Support and manage end-user devices (Desktop, Laptop, Printers, Smartphone) Deployment and Configuration of PC hardware and Software Perform other duties and responsibilities as assigned Occasional travel (5%-10%) to the remote offices may be required as and when directed by management Requirements: Diploma / Degree in Information Technology or its equivalent At least 5 years of relevant working experience in helpdesk or onsite support with strong support skillset Must be independent and proactive Good communication and written skill Technical Knowledge: Microsoft Window 7 and 10 Microsoft Office 2010 - 2016 Good working knowledge with GPO Online collaboration tools ( Live Meeting, Office Communicator, Skype, Cisco Jabber) Experience in Window 10 Migration is a must Working experience in administrating Windows security update and 3rd party patch management tool is a must Good knowledge of Workshare & DMS will be an added advantage If you possess the above and would like to be part of a progressive and responsible team, we welcome you to put in your application with us.  Only shortlisted candidates will be notified.  ",Not Specified,ALLEN & GLEDHILL LLP,Not Specified
Logistics / Warehouse Assistant / Inventory / Store Assistant / Store Keeper - (5 day / East / Air-Con) ,"The Companyis the world's leading provider of industrialprecision components and fine tools as well as systems and services for production. Today the Comapny has approximately 8,000 employees and generates sales of nearly 570 million Euros. It is active worldwide, with agencies, production plants and distribution subsidiaries in over 150 countries.     Logistics / Warehouse Assistant / Inventory / Store Assistant / Store Keeper - (5 day / East / Air-Con)     Job Description:  -    Complete tasks such as loading, unloading, sorting, picking, stocking, staging and transportation of goods according to instructions like support documents.-    Load and unload materials to and from designated storage area, such as racks, shelves or vehicles.-Required to drive forklift to pick up incoming stock or deliver materials to designated locations or operate or other machinery in order to complete tasks.-    Maintains truck by completing preventive maintenance requirements; arranging for repairs.-    Maintains inventory controls by collecting stock location orders and printing requests.-    Maintains quality service by following organization standards.-    Maintains safe and clean work environment by keeping shelves, pallet area, and workstations neat; maintaining clean shipping supply area; complying with procedures, rules, and regulations.-    Completes reports by entering required information.-    Contributes to team effort by accomplishing related results as needed.-    Performs other duties as assigned.    Skills/Qualifications:   Teamwork Coordination Organization Planning Time Management Reporting Skills Inventory Control Documentation Skills Equipment Maintenance Data Entry Skills Dependability   Should you be interested, kindly forward a detailed copy of your resume in MSWord tohr@adroithrpro.com.sg  Please Do NOT use Quick Apply  Please include the following details in your resume: (1) Personal details such as full name as in NRIC, NRIC, nationality, contact address, numbers and email (2) Reasons for leaving your current and previous employment(s) (3) Current / last drawn and expected salaries (4) Availability / Notice Period required (5) At least 2 names and contact numbers of relevant reference persons relating to your previous employment/s.  We thank you in advance for your application and will get in touch with you as soon as possible should you be short-listed. ",Not Specified,Adroit HR Professional,Not Specified
"Analyst, Automotive","Stratas Advisors (a Hart Energy company) is immediately seeking an analyst for its Global Automotive Service. Stratas offers its clients a unique array of services and consulting engagements in a fast-paced environment. Strong teamwork skills as well as the ability to work independently are critical to this role. This analyst will conduct research on the automotive industry, focusing on both market data as well as detailed information on new technologies, trends, and economics. The analyst will be able to review the gathered information and distill key takeaways and implications, provided to clients both through Stratas research products and bespoke consulting engagements. The ideal candidate should have work or academic experience in the automotive industry or related fields.   Responsibilities:  Monitor and collect data/information on automotive industry developments, including overall market growth, fuel economy trends, growth of electric vehicles and other alternative vehicles, and developments by competitor, at a country and region level. Prepare client-facing written analysis of automotive markets in reports/memos provided to clients under the Global Automotive service, as well as in other forms, such as Powerpoint slides/Excel data customized for clients in consulting engagements. Support the Automotive teamâs country-level forecasting and modeling of global vehicle sales and on-road fleet. Support modeling and analysis of road-sector energy demand driven by the Global Automotive Serviceâs outlooks. Help coordinate data and information sharing between the Automotive team and other teams within Stratas Advisors. With the help of Stratas Advisorsâ database support team, streamline overall data gathering and handling for the Automotive service. Provide both analytical support and market insight into strategic consulting engagements on an ad hoc basis. Requirements: 2 years of experience in an analyst/research role at a consulting firm, automotive OEM, downstream operating company/refiner, financial institution, or academic institution with a focus on the automotive industry and/or transportation. BA/BS is required. An MA/MS specifically with work in the automotive/transportation/energy space or business is a plus. Strong written and verbal communication skills Strong problem-solving/critical thinking skills Strong quantitative skills with a high comfort level using MS Excel is critical. Familiarity with additional quantitative/programming tools such as Python, VBA, R, Stata, Matlab or SPSS is a plus. High level of personal interest and enthusiasm in the automotive and energy industries Understanding of the automotive industry including familiarity with basic automotive technologies, trends, and regulatory environment. Understanding of general economics, including but not limited to supply/demand and price relationships, and familiarity with international markets. Chinese, Spanish, and/or Portuguese language skills a plus Experience working in a fast-paced environment with rapidly shifting priorities such as consulting is desirable. Willingness to travel for business on an occasional basis.  *An Equal Opportunity Employer. ",Not Specified,Hart Energy Publishing Pte Ltd,Not Specified
Procurement Sourcing Executive,"Job Title: Procurement Sourcing Executive (J178-0000974)Industry: Other - Not SpecifiedJob Category/Function: Sales / Sales - Eng / Tech / ITSalary: SGD 2900 - 3400Location: Central, SingaporeAbout Company:Our client is a Japanese company developing and manufacturing car audio, video, navigation and control systems. The headquarters is located in Kobe Japan. They are the second largest auto parts supplier in the world.Job Description:- Sourcing strategy for the related parts/technologies to meet entire Product Life Cycle needs.- Build market technology and cost intelligence at part /function level, identifying the possible suppliers. Influencing early design decisions to get the most efficient supply chain for new products.- To get the most efficient supply chain for new parts & select and run the assigned suppliers- Integrating the needs of the Parts and entities (R&D, Operations, Procurement, Distribution).- Negotiating with suppliers the best cost including Cost Reduction profile, together with the rest of business deliverables (such as terms & conditions, etc)- Built and grow a strong partner relationship by personal empathy and dedicated fair interactions.- Periodical business reviews to suppliers, including performance evaluation and development plan.- Accept ad-hoc assigned Procurement processes or projects, leading their implementation within the organization.Job Requirements:- Experience in fabrication and components in Procurement and Sales in Automobile industry is preferred and not a must. - Good negotiation skills: Able to get the best deal without breaking the relationship and without impacting the schedules- Good control of the communication pace and creating empathy with the partner.- Able to deploy cross-organizational implementation plans thru partners, timely track progress, identify deviations and actively take corrective actions. - Able to build rapport with partners so to give/receive open and honest feedback in a positive attitude.Interested applicants are invited to submit their resume via clicking the apply button.JointHire Singapore Pte Ltd.(EA Personal No.: 17C8920)Hidetaka Yata (Registration No.: R1216038 ) ",2900,JOINTHIRE SINGAPORE PTE LTD,2900
Data Scientist / Data Analyst Intern,"What You Will LearnLearn how using big data you can optimize credit decisions through hands-on experience in an innovative finance-technology industry! Put your knowledge in good use through conducting challenging projects that will be applied in our business.As a Data Analysis Intern/Data Scientist Intern, you will get the chance to explore if this is the area you are keen on developing a career in, and get a head start before your peers with this real and dynamic internship!Job Description Assist management team to shape strategic direction of our business by analysing data and information collectedTransforming data into analysis to achieve desirable goalDeveloping reports out of analysis resultRequirementsTalented student from any discipline will be consideredStrong Microsoft Excel skillKnowledge of VBA and data analysis tools is a plusGood analytical and problem-solving skillsFull of idea and initiativesInterested in the Fintech industryAble to start immediatelyWhat We OfferLook forward to a pleasant and dynamic work environment in one of the largest marketplace lending and invoice financing platform in Southeast Asia. You will be learning from a small team of talented professionals who are eager to show you how business should be done. We have culture of transparency and freedom to thrive. We welcome initiative to solve problems and eagerness to overcome every challenge you encounter.",1250,Capital Match Holdings Pte Ltd,1000
Data Scientist / Engineer (Analyst),"Requirements- Masters/Bachelors on Econometrics, Statistics, Applied Mathematics, Computer Science or related field;- Strong Python & MYSQL skills - 2 to 5 years of quantitative and qualitative resource and analytics experience;- Knowledge and hands-on experience in applied mathematical/statistical algorithms, optimization methods and statistical modelling;- Able to synthesize data into actionable business insights;- Knowledge of analytical software/tools and models- Proactive, quality-conscious, customer-oriented and results-oriented;- Good analytical ability, conceptual thinking, planning and organisational skills;",4500,Carro,3000
Intern - Data Scientist,"As a Data Scientist (Intern), you will be attached to an innovation center focused on disrupting the traditional insurance model and diversifying into new products and sectors including the Connected Home, Sharing Economy, Next-Gen Vehicles, Modern Aging, and Cyber Security. You will also support research and development efforts in a diverse set of challenges as we rapidly prototype and build new insurance products.About the job:- Translate product ideas into well-posed data science challenges, and solve them- Find new markets and novel applications for our core internal data- Design and deploy Machine Learning (ML) systems backing our products- Translate and champion our ML capabilities for non-technical audiences- Participate in the broader ML community to stay current with the latest techniques and softwareDesired skills:- Extensive experience analyzing data and a broad understanding of core statistical and ML techniques- Expertise with Python, Java, C, or similar language, along with standard machine learning libraries- Computer science background, comfortable working with both technical and non-technical staff to translate concepts and algorithms into working prototypes- Ability to thrive in a fast-paced environment with significant uncertainty- Possess strong analytical, strategic, project management, decision-making and problem-solving skill",1000,General Insurance Association of Singapore,800
Intern  Data Scientist (ITDS17),"We are looking for individuals energised to see through projects from concept to implementation. Be prepared for a fast-paced and exciting environment and you will gain a broad experience in understanding the banking and electronic payments industry.Collaborate with other developers and designers to build solutions for the financial industryVisualisation of complex datasetsBuild, test and deploy machine learning models to combat fraud and other payment risk issues.Collaborate with other developers and designers to build solutions for the financial industry.Develop advanced analytic tools and refining of existing models.Students applying for this Job should possess a passion in problem solving, web development and fancy some creative works. Do you want to experience working in a fast-paced environment with new challenges every day? This is the place.Join us for a one-of-a-kind internship experience, where you will:Enjoy a dynamic working environment   you will be a part of a team that prides itself on engineering innovative solutions to complex problemsLearn about payment systems, fraud, financial industry processes, AI, and much more from our experienced teamExperience our fun activities   plenty of snacks, regular movie nights, and team activ",800,Jewel Paymentech Pte Ltd,800
Natural Language Processing Data Scientist,"ResponsibilitiesWe are looking for a Natural Language Processing data scientist to implement and improve our chatbot products.As a Natural Language Processing Data Scientist, you will be responsible for:implementing algorithms and building machine learning models in Python for Question Answering, Natural Language Understanding, Topic Segmentation/Modelling and Part of Speech (POS) Tagging.applying deep learning to Natural Language Processing, Understanding and Generation.building and adapting machine learning models for production systems.creating and implementing chatbots including all the necessary backend development.RequirementsAn ideal candidate will have:A tertiary qualification in a highly quantitative field.Excellent working knowledge and proven technical proficiency in Python language.Proven experience with Natural Language Question Answering in academia or in the industry.Proven experience working with Deep Learning, preferably in Tensorflow or Keras.Proven experience in at least three of the following: NLTK, SpaCy, Gensim, AIML, Django.Experience with the Facebook App Review process and Messenger chatbot development and deployment will be a bonus but not required.Singapore citizenship or PR preferred.Kindly note that only shortlisted candidates will be notified.",4500,Dioworks Learning Pte Ltd,4000
Data Scientist Internship,"We are looking for a Data Scientist to help us analyse vast amounts of data and help us make smarter decisions to deliver better products. You will develop, construct, test and maintain architectures such as databases and large-scale data processing systems.Data Scientist Duties:Analyzing complex, incomplete, and large data from internal and external databasesProviding insights based on data including data visualization, interfence statistics, predictive modeling, machine learning, and presentationDeep understanding of modern machine learning techniques and their mathematical underpinning such as classification, recommendation system and natural language processingBuild an integrated custom dashboard marketing and automatic toolsSkills and Qualifications:Strong programming skill (Python, R, or scala preferred)Strong data analysis tools (excel, spreadsheet, supermetrics, etc.)1+ years experience developing machine learning models at scale from inception to business impactHaving passion in databases, data analysis, statistics, modeling, and machine learningPersonal Skills:Quick learner with interest in eCommerce. Self-confident, team player with the motivation to learn and grow. We re looking for dynamic enthusiastic people who want to learn and make a difference, leaders, who can think on their feet, who are not scared to use their initiative and suggest or try new things. We want people who thrive in a fast paced environment.",1150,Cresco Data Pte Ltd,800
Data Scientist Intern,"We are looking for a Data Scientist to help us analyse vast amounts of data and help us make smarter decisions to deliver better products. You will develop, construct, test and maintain architectures such as databases and large-scale data processing systems.Data Scientist Duties:Analyzing complex, incomplete, and large data from internal and external databasesProviding insights based on data including data visualization, interfence statistics, predictive modeling, machine learning, and presentationDeep understanding of modern machine learning techniques and their mathematical underpinning such as classification, recommendation system and natural language processingBuild an integrated custom dashboard marketing and automatic toolsSkills and Qualifications:Strong programming skill (Python, R, or scala preferred)Strong data analysis tools (excel, spreadsheet, supermetrics, etc.)1+ years experience developing machine learning models at scale from inception to business impactHaving passion in databases, data analysis, statistics, modeling, and machine learningPersonal Skills:Quick learner with interest in eCommerce. Self-confident, team player with the motivation to learn and grow. We re looking for dynamic enthusiastic people who want to learn and make a difference, leaders, who can think on their feet, who are not scared to use their initiative and suggest or try new things. We want people who thrive in a fast paced environment.",900,Cresco Data,800
Intern - Data Scientist,"Introduction/OpportunityCome be part of a B2B tech startup poised as a driver of innovation in the world of FinTech. Work beside passionate and driven experts in the fields of finance and data science to construct high-end data analytics and Deep Learning products that will change the face of the FinTech industry.ResponsibilitiesYou will be working together closely with some of the best data scientists in Singapore and Asia to develop game-changing machine learning systems and technologies targeted at the finance industry. As part of our company culture, you will also have the opportunity to gain valuable insights into entrepreneurship, machine learning, data analytics techniques, finance, and more.Utilize various statistical and machine learning methods to mine relationships, extract patterns and features, or otherwise derive value from dataPerform ETL, data cleaning and data crowdsourcing tasks in preparation for data analysisProvide input and contribute to strategic decisions regarding the development of our data analytics product suiteWork as part of a team and communicate ideas and feedback effectivelyRequirements Currently pursuing a degree in a quantitative discipline or equivalentFluent in R, SAS or PythonFluent with a wide variety of statistical analysis and machine learning techniquesFluent with APACHE SINGA, Tensorflow, Theano, or other deep learning frameworks favourableGood communication skillsAble to deliver good work within tight deadl",900,Shentilium Technologies,800
