,Job_Company,Job_Desc,Job_Salary,Job_Title,Salary_max,Salary_min,min_years
197,ADYEN SINGAPORE PTE. LTD.,"Roles & ResponsibilitiesOrdering a pizza? Buying a pair of trainers? Watching a movie?
Hailing a ride? Chances are Adyen is handling your payment. We are a fast-growing technology company, delivering seamless payment experiences to customers around the world.
 Driven by a vision to improve customer experience, streamline processes, and ultimately increase revenue, we enable businesses to process payments across online, mobile, and Point-of-Sale (POS) with over 250 payment methods in 185 transaction currencies all over the world. Over 4,000 businesses use the Adyen payment platform, including Facebook, Grab, Spotify, Groupon, Evernote and
Booking.com. As a part of our skilled team in Singapore,
we need you
to contribute to our growth in APAC, by supporting our biggest and most high profile merchants.
Your risk (data) analysis will often be the
starting point for new business opportunities, so you will make direct impact on business development, next to supporting flawless
operations.
The
Risk (Data) Analyst works closely with other teams, such as
Account Managers, Acquiring, Sales & Compliance
teams, but is part of our
Global
Risk team. This position reports to the
Team Lead Risk APAC.
 RequirementsYou will:
  Execute risk assessments and (data) analysis related to fraud and chargeback for new merchants and monitor the risk exposure during the relationship of these merchants with Adyen. Advice on fraud redundancy to account management based on the data analysis. Provide the risk recommendations and the impact analysis of the risk recommendations to the merchants. Develop projects to improve risk management analysis
and dispute management. Communicate with colleagues on execution and improvements of the fraud & chargeback avoidance or resolution. Determine the necessary data required to address questions, extract the required data, and perform risk analysis for the merchants. Clearly communicate accurate results in a simple and transparent manner.  You are:  Able to approach complex and multivariate calculations in a structural and analytical way Able to work in a high-paced environment with the ability to quickly shift priorities and produce consistent results Capable of effectively communicating complicated data analysis results in a simple fashion A self-starter. You take initiative and ownership and you dare to take decisions You have the ability to thrive in a start-up environment with minimal supervision Comfortable dealing with confidential information and you have high integrity Accurate and inquisitive A team player Fluent in English, both spoken and in writing A recent graduate with an academic bachelors or masters degree  You know and have experience in:  Database SQL Data analysis languages such as R, Python or Matlab
would be an asset.
  Preferably you have:
  Experience in fraud analysis and risk management
 Ability to analytically assess clients on risk exposure Enthusiasm to find creative solutions to mitigate risks related to fraudulent activities ",$3750to$6000Monthly,Risk (Data) Analyst,6000.0,3750.0,
198,SALESFORCE.COM SINGAPORE PTE. LTD.,"Roles & ResponsibilitiesThe Quote to Cash Strategy and Operations team is responsible for all operational aspects of the internal Salesforce quote to cash process, including metrics, data analytics, process and project management, systems, communication and training, and policies.
 The
 Senior Business Analyst will have diverse responsibilities focused on technology and system implementations, as well as process analysis, supporting key business and operational initiatives, among other critical activities.
 The role will report to the Manager of the Quote to Cash Strategy and Operations team within Revenue Operations.
 Salesforce.com is a fast-paced environment and we are looking for someone who can hit the ground running to manage multiple responsibilities and projects while producing high-quality work Requirements A bachelors degree in business or related field or an MBA. A minimum of 5 years experience in business analysis or a related field. Exceptional analytical and conceptual thinking skills. The ability to influence stakeholders and work closely with them to determine acceptable solutions. Advanced technical skills. Excellent documentation skills. Fundamental analytical and conceptual thinking skills. Experience creating detailed reports and giving presentations. ",$8000to$15000Monthly,Business Analyst,15000.0,8000.0,
199,Company Undisclosed,"Roles & ResponsibilitiesJob Responsibilities The IT Business Analyst (BA) role provides support to the Site IT Manager (ITM) in delivering bottom line value to the business through implementation of innovative IT solutions and harvesting existing IT assets.
 The BA role functions together with the Site ITM as a focal point for all IT issues at the site.
 This role must understand what is going on at the site, pro-actively eliminate issues and drive the IT performance at site to higher standards. The BA role ensures integrated delivery of IT solutions by supporting alignment with site priorities to drive value at the site (application and infrastructure) and business readiness as part of the global Manufacturing 
IT team. The key focus areas of the role are:  Relationship management  Business intelligence  Integrated Business and IT strategy  Innovation  IT Portfolio Management Relationship Management:
 Supports the ITM to drive a One Team mindset; works closely with business stakeholders to understand and influence how IT and the business can align strategic success goals, challenging the business to deliver value for IT dollars invested.
 Works with the natural team in IT and supports the Site ITM to ensure all are operating with a commercial mindset and driving measurable value. Business Intelligence:
 Understands the Business and Industry landscape, including strategic priorities, challenges and how this relates to the wider enterprise strategy and competitive landscape.
 Supports the ITM in contributing to business decisions through strong relationships, business and IT understanding and external market perspectives. Integrated IT and Business Strategy:
 Understands the business and IT strategy, recognize how IT is contributing to the business top and bottom line while utilizing the existing landscape and identify opportunities to grow and transform the business through the deployment of data, processes and technology solutions. Works with business and IT to shape opportunities and align solutions with business strategies. Supports the ITM to capture and maintain the IT strategic response in the site IT Strategic Plan. Innovation:
 Supports the Site ITM to improve organizational performance through the application of original thinking to existing and emerging methods, processes, data, products and services.

 Understands site business challenges and global IT roadmaps and identifies where innovative technologies can be effectively applied at site level. IT Portfolio Management:
 Supports the ITM with managing demand, capturing detailed business requirements for review and agreed business outcomes.
 Supports the ITM with the IT Strategic Plan for their site, ensuring decisions take into account the full lifecycle of the portfolio optimizing investments, operational costs, health and risks to drive business value.
 Supports the delivery of Reliable, Agile, Affordable and Secure operations in line with Service Agreements. Requirements Typical Experience: 
7 to 10 years of IT experience  Minimum Education or Certification: 4-year Degree  Relevant knowledge of Downstream Manufacturing (Refinery and Chemicals) Business environment and awareness of the associated business processes  Prefer IT experience as a Business Analyst or in IT Service Operations Good communication skills, interpersonal skills, and influencing skills and a collaborative approach for use in engaging with both business and IT stakeholders  Ability to describe technology in terms easily understood by business customers and set realistic customer expectations for the solution  A good understanding of technology and the relevance to driving business value for the site.

 Able to absorb and apply new technical information  Strong business analysis skills and the ability to shape opportunities into demand  Systematic, disciplined, and analytical approach to problem solving  Ability to organize, plan, and handle multiple concurrent tasks with appropriate priority  Ability to build strong collaborative partnerships with senior site business stakeholders  Works closely with site stakeholders to build trust and understand their goals, motivations, constraints, risks, and operating environment  Experience in leading a distributed team",$6270to$7840Monthly,Information Technology Business Analyst,7840.0,6270.0,
200,ADECCO PERSONNEL PTE LTD,"Roles & Responsibilities Deliver fully tested source code complying with quality indicators objectives Address technical aspects with architect and functional aspects with business analyst. Liaise with business analysts for clarification and understanding of requirements. Analyze technical constraints considering functional impacts with technical leads help Organize and keep up to date detailed technical documentation Provide detailed estimation for development of solutions Develop tests strategy in coordination with project manager / Business Analysts Implement solutions using TDD Support applications in production - analyze and resolve issues as they arise Perform design and code review for other team members  Requirements 4+ years of experience in working with Microsoft Technologies. 3+ years of experience in C# and ASP.Net / Windows (Winforms / WPF) development. Basic understanding & hands on experience in SSIS and SSRS development would be good to have. Basic functional knowledge in Credit/Market Risk Management applications C#, SSIS, SSRS, WCF, Multi-Tiered Architecture, OOP Principles and Design Patterns. Strong organizational and communication skills Strong analytical and problem solving skills Awareness of various software development procedures Ability to follow defined procedures  Next Step Prepare your resume in word document (please include your current salary package with full breakdown such as base, incentives, annual wage supplement etc.) and expected package with your notice period (Including leaves to offset) and email it to TechnicalStaffing@adecco.com All shortlisted candidates will be contacted Wai Yun Wen EA License No: 91C2918 Personnel Registration Number: R1330726",$5000to$7000Monthly,Intermediate .Net Developer,7000.0,5000.0,
201,ALLEGIS GROUP SINGAPORE PRIVATE LIMITED,"Roles & Responsibilities Engage customers and operational staff in documenting detailed requrements as we progress through our strategic customer journey. Working with Trade Services management team, implement a PMO framework; build programme-based business plans, project budgets and resource break-down streams that allow investment decisions. Monitor progress and delivery across the portfolio of approved projects and business plans. Manage communication plans across the division and our customers. Provide structured reports to management on programme execution performance, resource management and cost management across the portfolio. Where a vendor-lead solution is appropriate, work with the market data team, engaging with our vendors and sourcing colleagues, to prepare RFIs, RFPs.  Requirements Demonstrated experience in project management and formal project management, preferably with PMP / PRINCE2 qualifications 10+ years experience working in banking environments or other highly regulated environments. 10+ years working in the market data industry, with market data product awareness and exposure to market data contracts and technologies. 10+ years working with market data delivery technologies and associated commercials. Demonstrable experience in executing RFI and RFPs as a market data subject matter expert. Experience in managing resource groups in matrix organisations and in leading teams of less than 5 people. Experience in working with the SDLC and development teams. Comfortable in communicating with SVP, ED and MD leaders.  Preferred Experience  Experience in working with financial sales and trading staff; financial business management is a plus Book keeping or financial accounting knowledge is a plus. Public cloud experience is a plus. ",$12000to$15000Monthly,Market Data Business Analyst  /  Project Manager,15000.0,12000.0,
202,CAPGEMINI SINGAPORE PTE. LTD.,"Roles & Responsibilities[ Role Code R3 ]:
Banking
BUSINESS ANALYSTS
Temenos T24 / Finnacle/ Flexcube/ Avaloque
( Multiple Positions ) The Banking Business Analysts will have
good understanding
on banking financial products like Temenos T24 / Finnacle/ Flexcube/ Avaloque
and defines the requirements and software solutions to resolve business-related problems and meet strategic organizational goals. These positions will be responsible for facilitating business change management and process design by developing detailed software/functional requirements and process flow diagrams. 
 RequirementsJOB DESCRIPTION The Banking Business Analysts will have
good understanding
on banking financial products like Temenos T24 / Finnacle/ Flexcube/ Avaloque
and defines the requirements and software solutions to resolve business-related problems and meet strategic organizational goals. These positions will be responsible for facilitating business change management and process design by developing detailed software/functional requirements and process flow diagrams. The candidates would work closely with end users, business units, and other IT resources in all stages of project life cycle, including investigation, analysis, design, testing, and implementations to ensure business requirements are successfully implemented. This individual should demonstrate the highest levels of customer service, technical knowledge, productivity, and professionalism. This is a hands-on position requiring strong analyst skills, and business expertise. Responsible for partnering with business/user group representatives to understand business processes and underlying informational and/or process automation needs, then translating those needs into formal, documented business requirements following methodologies and processes.  Defines business needs, detailed requirements and project scope and ensures timely closure 	of the initial requirements phase of projects  Gather requirements using appropriate techniques and capture them in business requirements document. Transition the documented business requirements into accurate functional specifications document and gain approval from the business/user group.   Initiate and monitor all change requests from business so as to ensure timely and accurate delivery. Collaborate with design & development teams through-out the SDLC to ensure smooth transition of requirements and quality delivery Support testing team(QA) to understand the requirements and verify the test coverage Coordinate user acceptance testing and signoff  Required Education: A degree in business systems, computing or related field or combination of education and experience is necessary; BE/MCA/MBA. Required Work Experience:  Min.
4-6 years of experience in Business Analysis. Minimum of 2-4 of experience in
Temenos T24 / Finnacle/ Flexcube/ Avaloque, preferably in Wealth Management Domain A motivated individual with a great sense of responsibility. A work ethic of dependability through punctuality, flexibility, and adaptability to perform as an efficient, detail oriented team player. Proven ability to communicate effectively with displayed levels of knowledge, skills and responsibilities.  Communication:  Strong written and verbal communication skills Can effectively communicate business and technical information across the organization, being sensitive to the needs of unique audiences  Problem Solving:  Is able to collaborate with IT and business personnel to manage problem resolution effectively Work cross-functionally and think both critically and strategically  Leadership:  Effectively uses teamwork to positively contribute to a high-morale/high-performance team culture, leading by example Consulting attitude Is results driven and has a positive attitude Effective team player and collaborator Strong personal integrity  Other Desirable Requirements:  Achievement-oriented, excellent computer, communication, analytical and problem solving skills, Specializing in business analysis and process improvement.  
 
 Role 3: Triple A+ / T24 FUNCTIONAL LEAD  Private Banking  JOB DESCRIPTION 
 The Functional Lead defines the system requirements and software solutions to resolve business-related problems and meet strategic organizational goals. This position will be responsible for facilitating business change management and process design by developing detailed software/functional requirements and process flow diagrams.

 
 
 The candidate would work closely with end users, business analysts, functional analysts, business units, and other IT resources in all stages of project life cycle, including investigation, analysis, design, testing, and implementations to ensure business requirements are successfully implemented. This individual should demonstrate the highest levels of customer service, technical knowledge, productivity, and professionalism. This is a hands-on position requiring strong analyst skills, and business expertise. 
 Responsible for partnering with business/user group representatives to understand business processes and underlying informational and/or process automation needs, then translating those",$5500to$12000Monthly,Banking Business Analysts,12000.0,5500.0,
203,AMARIS.AI PTE. LTD.,"Roles & ResponsibilitiesWe are looking for exceptional Machine Comprehension
Data Scientists to embark on our journey to deploy world class
deep learning and machine learning algorithms in the investment and portfolio management space  The Data Scientist (Machine Comprehension) should
have a PhD or Masters in Computer Science, Statistics, Deep Learning or Machine Learning and a strong background in statistical methods such as Bayesian statistics, time series, and feature engineering.  If you have a passion for building
state-of-the-art deep learning and machine learning models and have an keen interest in
Natural Language Processing and semantic AI, this is your opportunity. Requirements  Implement state-of-the-art deep learning and machine learning models for feature engineering and question/answer/prediction in investment platform   Conduct original research on our large repository of data, both proprietary and open-source   Write production-level code linking new and existing data pipelines with scripts for feature engineering, machine learning predictive models and visualization   Write tests to check for integrity of our data, models and predictions  ",$4000to$9000Monthly,AI DATA SCIENTIST (MACHINE COMPREHENSION),9000.0,4000.0,
204,EPAM SYSTEMS PTE. LTD.,"Roles & Responsibilities
 Responsibilities  Key in driving and supporting migration of data from the legacy on-premise Human Resource system application to the future Cloud hosted Human Capital Management (HCM) system. Work with data owners to understand legacy data, gather data requirements, and interpret and design solutions to meet those requirements. Reviewing gaps and proposing a solution for data migration during the solution design phase. Produce detailed data mapping documents. Assess and recommend tools, scripts, queries or applications for accessing, analyzing, converting and migrating data between databases or from csv files to databases Reverse engineer data models. Owning the quality of the migrated data including archive data, troubleshoot data quality issues and work towards data cleansing. Identifying the data migration impact of all proposed changes. Maintain the security, data integrity, and availability of data in UAT and production environments. Partner with the HRIS to proactively manage stakeholders expectations, communicate timelines, and solve database issues promptly. Serve as the data migration point of contact during the migration process. Reviewing the existing Data Migration Strategy, recommend modifications (if required) and deliver an updated Data Migration Strategy document incorporating agreed upon changes.
 Develop a Data Migration Test Plan to support validation of extracted/transformed data by stakeholders and manage the plan prior to delivery of data for any mock migration or cutover activity.
 Provide data migration support for tasks leading up to, and following, transition to the designated HCM solution.
 Analyzing the method of transforming existing data into a format for the new environment and the loading of this data into other database structures.  Requirements Degree (and above) in Information Technology or Computer Science. At least 10 years experience implementing/supporting Oracle PeopleSoft HCM, ETL and/or ELM (version 9.1 & above) preferable. At least 8
years experience migrating/converting data from legacy applications to a new target application environment including to source and downstream systems. Deep experience in conversion requirements gathering, data mapping, data cleansing, data source gap analysis, conversion specifications documentation, designing conversion components, developing conversion standards, development and execution of SQL-based scripts, functions, and/or packages to support data analysis, developing end-to-end conversion test plans, executing conversion test cases, documenting conversion results, tracking and resolving conversion defects, etc.
 Experience with Core development skills that include PL/SQL, SQL, SQL*Loader, Oracle Application framework, People soft SQL developer. Able to take on tasks with little direction, and produce high-value deliverables in a fast-paced environment. Meticulous, Self-starter and independent worker yet a team player. Have excellent communication, attention to detail, analytical, resourceful and great problem-solving skills. Possesses and displays excellent verbal, written communication, presentation, interpersonal skills and ability to influence stakeholders and partners across vendors and teams. Able to converse in mandarin preferable (to support China and Taiwan). ",$7000to$110000Monthly,Senior Business Analyst,110000.0,7000.0,
205,CISCO SYSTEMS (USA) PTE. LTD.,"Roles & ResponsibilitiesWhat You'll Do The Strategy & Planning Business Analyst is responsible for providing sales analysis and programmatic planning support for Ciscos cross-architecture teams. The
Architectures team is composed of technology specialists whose main role is to help Cisco grow our business from a technology standpoint. This team is responsible for developing creative new ways to help Cisco operate more efficiently, collaborate with cross-functional teams, solve for business issues, facilitate new business models and process improvements.
If you are ready to be part of entrepreneurial culture focused on accountability for all aspects of the vision, strategy, execution and measurement model then this team is for you. 
  Key Accountabilities  Build Monthly Sales forecast summary and quarter-end business reviews. Analyze Sales bookings data from several sources and gather inputs from business partners. Ensuring the right data is available for visibility and analysis to make informed business decisions. Drive and report on Business performance indicators. Assist with pulling into and refining go-to-market plans quarterly. Conduct regular analysis on the Ciscos cross architecture programs across APJC. Provide input into the design and roll out of program activities that specifically target channel partners, customers and internal sales teams in line with key regional priorities. Proactively monitors and strives to maintain high levels of quality, accuracy, and process consistency of APJC program opportunity reporting and other intelligence essential to the cross architecture organization. Work with in-country channel teams to solicit inputs, feedback and competitive sales program intelligence. Coordinate the training delivery of programmatic needs to sales, sales management, and the APJC cross architecture teams. Manage the various connections to ensure escalations are executed (Sales lead) Stakeholder Alignment: co-ordination of activities and collateral across Cisco cross-functional teams.  
 
 Who You Are This is an exciting opportunity for a highly motivated, technically savvy and passionate business analyst, eager to interact with industry thought leaders and key decision makers, and share the passion for technology innovations that change their business outcomes. 
   RequirementsRequired skills and experience  Bachelors or master's degree in Business, Management, Finance, Math, Accounting, Information Systems or related field Minimum of a 3.0 GPA or equivalent Excellent analytical, problem-solving and decision making skills High level of customer focus and service excellence as you seek proactive and practical solutions Strong collaboration skills with internal/external customers and cross-functional teams Excellent communication skills, can do attitude and team player in global environment Effective time-management skills and the ability to prioritize work assignments  Why Cisco At Cisco, each person brings their unique talents to work as a team and make a difference.
 Yes, our technology changes the way the world works, lives, plays and learns, but our edge comes from our people.  We connect everything  people, process, data and things  and we use those connections to change our world for the better. We innovate everywhere - From launching a new era of networking that adapts, learns and protects, to building Cisco Services that accelerate businesses and business results. Our technology powers entertainment, retail, healthcare, education and more  from Smart Cities to your everyday devices. We benefit everyone - We do all of this while striving for a culture that empowers every person to be the difference, at work and in our communities. ",$4741to$7000Monthly,business analyst - strategy and planning APJC,7000.0,4741.0,
206,ENGINE BIOSCIENCES PTE. LTD.,"Roles & ResponsibilitiesEngine Biosciences is a venture-backed biotechnology company discovering and developing novel therapeutics and precision medicines, utilizing a proprietary platform that integrates massively parallel biological experimentation with data science, machine learning and AI.
 Led by scientific experts from MIT, Harvard, Mayo Clinic and UCSD, and successful drug developers, informaticians, and company builders, Engine is working on multiple programs and therapeutic areas and growing rapidly across US and Asia. The Sr. Bioinformatics & Data Scientist will analyze multi-dimensional biological and genomics data, enhance algorithms and develop novel methods for the utilization in Engines analytics platform that combines advanced system biology analytics with genomics data science and machine learning for accelerated drug discovery and biomarker identification. 
The successful candidate will bring extensive hands-on industry experience in bioinformatics, algorithm development, in-silico drug discovery, data science, machine learning and cloud compute. 

As a Sr. Bioinformatics and Data Scientist, you will collaborate globally with Engines teams and external partners in Asia, US and EU. 

  Extensive hands-on industry experience in Next Generation Sequencing (NGS) and multi-dimensional omics data analysis, algorithm development and machine learning in application for drug discovery and biomarker identification. Real time analytics, predictive models, classification, in-silico validation, queries and visualization of high throughput biological data. Strong peer reviewed publication record in bioinformatics, data science and machine learning. Experience in biological interpretation, pathway analysis and disease biology. Amazon Web Services (AWS) experience including DevOps, Security, VPC, EC2, EMR, Docker, SPARK, ElasticSearch, Lambda, Redshift, and Amazon Machine Learning (TensorFlow, MXNet). Experience working across multiple time zones with executive leadership, scientists and engineers.  Requirements Ph.D. in Bioinformatics / Statistical Genetics / Machine Learning / AI, or related field. 3 years of industry experience in bioinformatics, genomics data analysis, algorithm development and machine learning. 3 years of industry experience in cloud based (e.g. AWS) data science. Programming skills in Python, AngularJS, Node.js., Java. R., Matlab, SQL and NoSQL dbs. Agile development methodologies such as SCRUM and Kanban. Strong communication and global collaboration skills. ",$90000to$140000Annually,Senior Bioinformatics Specialist,140000.0,90000.0,
207,BIGO TECHNOLOGY PTE. LTD.,"Roles & Responsibilities Build highly scalable and optimized data products/manage data sets via stream processing. Build tools and frameworks that ensure highest quality of data, make data discovery and data access easy for everyone at Bigo. Own the data products critical for product innovation and recommendation engines; define and drive the adoption of data logging standards Partner with various Engineering teams, UI teams, Product Managers and data scientist to understand the business context  Requirements You have coding experience in one or more programming languages (Scala, Java, C++, etc) Familiar with the mainstream distributed processing framework - Hadoop, hive, flink or Spark programming. Excellent communication skills and teamwork skills. ",$4000to$12000Monthly,Big Data Engineer,12000.0,4000.0,
208,PAN-UNITED CONCRETE PTE LTD,"Roles & Responsibilities Analyses the feasibility of, and develops requirements for new systems or enhancements to existing systems, ensures the system design fits the needs of the users. Monitors project progress by tracking activity, resolving problems, recommending actions. Identifies opportunities for improving business processes through information systems. Provides references for users by writing and maintaining user documentation, providing help desk support, training users. Study business functions; gather information, evaluating output requirements and formats. Reviews, analyses and creates detailed documentation of business systems and user needs. Research and prepares statistical reports for use in management decision-making. Participates in user acceptance testing and testing of new system functionality.  Requirements Degree in business administration or related field Preferably at least 2 years experience in related field Knowledge in Hyperion and Oracle is an advantage Able to work independently, meticulous, positive attitude and a team player Good interpersonal and communication skills Proficient in MS Office ",$3000to$4000Monthly,Business Analyst,4000.0,3000.0,
209,IHS GLOBAL PTE. LTD.,"Roles & ResponsibilitiesThrough its product offerings covering the offshore infrastructure markets, IHS Markit provides an impartial online service incorporating valuable data, market intelligence, news and analysis to support our customers' commercial and contracting decisions with accurate, up-to-the minute information.  To achieve the company's goal of providing accurate, independent and impartial data and analysis, the Senior Data Transformation Analyst will undertake continuous research of the offshore infrastructure market for real-time news and data updates, maintaining constant direct dialogue with oil and gas operators, shipyards, equipment manufacturers and service companies, providing independent verification of asset status, contractual information and technical specifications. Job Description  Based in Singapore this is a critical position in support of the company's varied customers who participate in the offshore market. These customers include international and state-controlled oil and gas companies, contractors, financial analysts, vessel owners, shipyards, equipment suppliers and others. Some travel may be necessary. The role includes a range of responsibilities, including, but not limited to:  Contacting external sources for information retrieval and verification;  Maintaining and updating the company's proprietary databases;  Analysing internal IHS Markit and external industry data and market intelligence, and incorporating conclusions into publications and reports;  Contributing editorial content to the company's news service, monthly market intelligence publications, offshore market forecasts, and other research reports as assigned, with emphasis on timely delivery, data quality and insightful analysis;  Supporting industry news and data gathering and reporting activities as assigned. Become an expert on the Rig and Marine markets as well as Field Development activity.  Prepare written reports or presentations following IHS Markit standards. Present at tradeshows and conferences as well as to clients.  Maintain a fundamental working knowledge of the basic IHS Markit databases and tools  Collaborate with Sales and Marketing to develop, execute and optimise promotion of products and services. 
 Requirements Excellent verbal and written communication skills with fluency in English  Ability to interact with clients, either internal or external, and identify the critical elements that need to be examined from a process standpoint  Effective communication skills including ability to develop presentation of findings suitable for upper management review  Strong analytical skills  Working knowledge of common spreadsheet, word processing and presentation software  Solid grasp of global geography  Presenting at conferences and trade shows",$7000to$8000Monthly,Senior Data Transformation Analyst,8000.0,7000.0,
210,A*STAR RESEARCH ENTITIES,"Roles & ResponsibilitiesAbout the Institute for Infocomm Research (IR) The Institute for Infocomm Research (IR) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapores largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for highly-motivated and skilled data scientist
to work on a new initiative on developing advanced automatic data pre-processing techniques for facilitating key data analytics applications in various industry domains, including advanced manufacturing and engineering, financial services, healthcare, and urban development. Successful candidate will work with a team of data scientists and data engineers to develop novel methodology for automatic data integrity check, data imputation, and segmentation for structured data and time-series data commonly generated by industry companies. Successful candidate will have the opportunity to tap into a large pool of industrial data from different disciplines and to interact with the companies to understand their real data needs. Successful candidate will also engage in project scoping with industry companies to develop solution to address the data analytics needs. 
 Requirements PhD in the field of computer science, computer engineering, mathematics and statistics, electrical engineering, or other data science intensive program. With expertise in at least one of the following areas: data mining and management, machine learning, statistical learning, time-series analytics Entry Level candidate with relevant experience may apply Ability to work independently to innovate, and develop prototypes to demonstrate the feasibility of research ideas Good knowledge on data analytics, machine learning, data mining and experiences in solving real-world problems Proficient in Python, R, C++ or Java Prior industry experience with engineering, financial services, healthcare, or urban development is a plus. Able to deliver under tight schedule Good team player with both research and engineering ethics Good interpersonal and communication skills  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",$4500to$9000Monthly,Scientist (Data Analytics)  /  I2R (A*STAR),9000.0,4500.0,
211,ADECCO PERSONNEL PTE LTD,"Roles & ResponsibilitiesThe role is to maximum the power of data with advanced analytics and produce quality analysis, driving
real-time insights for a dynamic business. The potential project scope include data preparation and cleaning, then followed by exploring various multiple advanced analytics methods to improve related KPIs in the service & quality
area, and finish by creating user friendly UIs for the business. The specific tasks may focus on one or two stages of the whole analytic process. The current pipeline includes projects in text analytics, prediction, etc.  Work with business stakeholders to identify business requirements and user cases; Obtain and clean the large-scale dataset; Develop and fine tune analytics models; Challenge internal thinking constantly to ensure the modeling is fitting and robust; Design visualization (e.g. dashboards) and conduct presentations to communicate analytics findings; Development of analytics tools and applications for business users to consume the analytics results; Other analytics related tasks assigned by the managers  Requirements Bachelor
degree in Engineering, IT, Mathematics, Economics, Statistics, Sciences or technical discipline Master degree is a plus 2-3 years of experience in data analytics is highly preferred, i.e. prediction, optimization, segmentation, etc. Strong analytical framework to process complicated issues and solve problems Strong capability of utilizing
industry standard analytics and statistical techniques to aid business decision making, e.g. regression, time series, random forest, etc Expert knowledge of R/Python programming Experience in analytics tools (e.g. SAS / SPSS) and visualization tools (e.g. Qliksense) is a plus; Good command of English Hands-on and able to work independently Ability to adapt and demonstrate
integrity ",$4000to$6000Monthly,Data Analyst,6000.0,4000.0,
212,SHIMANO (SINGAPORE) PRIVATE LIMITED,"Roles & Responsibilities Provide functional support in SAP production planning (PP) module. Responsible for business requirement gathering, system design and providing solution to fulfill business requirement while considering integration with other applications Able to validates as-is, to-be process flows and system integration from a users perspective, identifies potential work-around to system changes or limitations, identifies level of effort required to successfully implement changes to business processes and user activities Preparation and updating of SAP PP business blueprint, business flow diagram, functional specification, configuration, business process procedure and training documents to spell the business requirements Perform functional testing by select the valid test scripts for all business processing when plan for or carry out the system testing Provide helpdesk support and troubleshoot issues identify by users of regional subsidiaries (10 Plants) Able to identify, recommend and implement new improvement and functions Able to lead, facilitate or support system upgrading projects or new projects that introduce to regional subsidiaries  Requirements Diploma or degree in Manufacturing Systems and Engineering / Computer Engineering / or Business Management With 3-4 years of production planning experience in manufacturing industry is preferable Analytical & meticulous and having good sense in troubleshooting Able to work independently and lead in projects Willing to travel to support subsidiaries in regional countries ",$3500to$5500Monthly,Senior Business Process Analyst,5500.0,3500.0,
213,SCIENTE INTERNATIONAL PTE. LTD.,"Roles & ResponsibilitiesAn exciting opportunity as a Technical Business Analyst for a top global bank for new initiatives into traditional databases and Big Data Technologies. RequirementsMandatory Skillsets
  Degree in Information Technology, Computer Science or Computer Engineering;
 Good business domain and experience in banking systems;
 Good knowledge and experience in SDLC;
 Proficient hands-on experience in Oracle 11g, SQL and Unix Shell Scripting;
 Adept in leveraging latest technologies, best practices and lead in the formation of effective information analytics expertise;
 Excellent command over verbal/ written English and presentation to engage business stakeholders and good leadership skills;
 Organised and positive working attitude, with the ability to work independently and as a team.  Desired Skillsets
  Big Data experience / exposure / knowledge is preferred.  Roles & Responsibilities
  Responsible for providing data management solutions for business users;
 Prepare and plan server and application migration;
 Responsible for batch executions and implementation activities;
 Engage end-users to understand business data and reporting requirements;
 Collaborate with technical teams on the design and delivery of the solution;
 Meet project deadlines, identify project obstacles, proactively mitigate risks and escalate and resolve issues effectively;
 Ensure team alignment on project goals, objectives and business outcomes.  Should you be interested in this opportunity, please send your updated resume to apply@sciente.com at the earliest. Confidentiality is assured, and only short-listed candidates will be notified.
   EA License: 07C5639",$3000to$6000Monthly,Business Analyst (Banking),6000.0,3000.0,
214,INTELLECT MINDS PTE. LTD.,"Roles & ResponsibilitiesCompany Overview Intellect Minds is a Singapore-based company since 2008, specializing in talent acquisition, application development, and training. We serve BIG MNCs and well-known clients in talent acquisition, application development, and training needs for Singapore, Malaysia, Brunei, Vietnam and Thailand. Our client is an establish company a, leader within their industry, is now looking for a Senior Business Analyst- Change to join their esteemed organization. RequirementsJob Requirements : Must have a strong background in Wealth Management and worked across projects within Product Execution (Order Management), Portfolio Management / Advisory (Risk) & Product Foundation (knowledge & suitability). Strong Product knowledge across tools like Triple A is a prerequisite for this role, an understanding of T24 would be ideal as well. Long term contract opportunity within Change / Transformation - looking and how risk is mitigated against - ability to work closely with Relationship Managers is key & having an understanding of their role and how to best serve clients.",$8500to$10000Monthly,Senior Business Analyst,10000.0,8500.0,
