jobtitle,jobdescription,salary,company
Data Analyst,"We are looking for a Data Analyst to join our quickly expanding product team at Chope. Data powers the core of Chope’s B2C and B2B business, and we need you to help scale out for our ever-expanding data needs 

You will build scalable, automated data pipelines in the cloud to transform raw data across multiple disparate sources into clean, business-friendly aggregate tables. Develop data products and create visualization tools for business users of varying technical ability. 

The ideal candidate will be an expert in working with data, from relational and NOSQL databases, APIs, scraping web data, etc. You will shape the direction of Chope by creating the data that informs every business decision we make.

RESPONSIBILITIES
Build and maintain ETL data pipelines on cloud platforms - AWS, GCP
Work with business and tech users to identify critical data requirements and translate these requirements into data products.
Explore and productionise novel, external sources of data to enrich internal data
Critically evaluate information gathered from multiple sources, reconcile data conflicts, and summarize complicated analysis in a clear way that informs business decisions
Work towards building a data driven culture across the company
DESIRED SKILLS & EXPERIENCE
1-3 years experience in a data-driven role
Expert in SQL and Python, experience with one or more big data processing frameworks such as Apache Spark, Apache Beam, etc.
Power user of one or more visualization tools such as Tableau, Superset, Plotly, etc.
Usage of version control software such as Git, etc
Bonus points for experience with Airflow, BigQuery, GCP, AWS",3000,The Chope Group
Data Analyst,"The opportunity: 

OpenText is currently seeking a Data Analyst for its Analytics practice. This role will be responsible for driving projects related to customer, retail and financial analytics. Ideal candidate will have a few years of experience within Data Science and be able to work independently. Must be able to translate technical material for a non-technical audience. 

You are great at: 

Strong analytical skills, with the ability to perform complex analysis and make recommendations based on statistical inferences. Experience with and an understanding of a wide variety of analytical or statistical methods. 

Evaluating data from various sources and identify patterns and trends to solve complex business cases and provide insights for data-driven decision making. 

Working with Business users to gather data modeling requirements, define modeling needs, design solutions, recommend proper analytical methodologies, and execute upon projects. 

Advising project sponsors about existing business process gaps that can put the success of a project at risk, and suggest business process solutions to ensure requirements will continue to be met after deployment. 

Anticipate, document, and educate stakeholders on data changes in various systems and related impacts. 

Aligning business architecture with business objectives, requirements, and other architecture domains. 

Preparing and delivering Business Requirement Documents (BRD) and collaborate with development teams to ensure data requirements are met. 

What it takes: 

Minimum 5 years’ experience working within data science in retail, customer and financial analytics 

Design, implement, and validate your solutions in Apache Spark, Apache Hive, using Scala or Python 

Strong data mining skills using tools like SQL, R, Python, SAS, Java/MapReduce, Aster, etc. 

Experience working with analysis tools and packages such as Pandas, SciPy, Scikit, Jupyter/iPython notebooks 

Experience with large data sets and distributed computing (Hive/Hadoop) 

Experience with data modification/data wrangling packages (eg. dplyr, sqldf) 

Experience with fitting various regression models and experience with data reduction. 

Strong working knowledge of Business Intelligence products such as OpenText Analytics, Tableau, Information Builders, Dimensional Insights, SAP/Business Objects, SAS, MicroStrategy, etc. 

Solid understanding of ETL tools like SSIS, Data Stage, PowerCenter, Hadoop, etc. 

BS, MS in Computer Science, Engineering, Mathematics, Statistics, etc.",3000,Guidance Software
Data Analyst,"JPMorgan Chase & Co. (NYSE: JPM) is a leading global financial services firm with assets of $2 trillion and operations in more than 60 countries. The firm is a leader in investment banking, financial services for consumers, small business and commercial banking, financial transaction processing, asset management, and private equity. 

Business Overview 

Global Reference Data Operations (GRDO) is one of the top priorities across the Chief Administrative Office. Our team will help the company evolve to a more integrated data management strategy, which is globally consistent and usable for business, finance, risk and regulatory requirements. Our processes and systems associated with the production and consumption of reference data are managed by a number of areas, in a variety of ways. As such, the Firm wide Data Management Executive Committee has agreed to establish a centralized technology and operations team that will be responsible for managing enterprise reference data, including the Financial, Instrument, Product, Pricing, Client and Common reference data our businesses and corporate groups rely on for reporting and other purposes. 

The Asset Pricing & Reference Data (APRD) utility, a major component of GRDO with over 400 staff globally, services all areas of J.P. Morgan Chase – Corporate & Investment Bank, Asset Management, Consumer & Community Banking and the Commercial Bank. APRD provides high quality Pricing & Reference Data to its subscribers from major external market providers such as Bloomberg, S&P, Thomson Reuters under a single operating model. Data is sourced, validated, mastered and distributed via J.P. Morgan’s strategic Pricing & Reference Data architecture and is used for trading, risk management, settlement and regulatory reporting. 

Position Summary 

INSTRUMENT REFERENCE DATA OPERATIONS – are responsible for creating, maintaining and investigating reference data across the firm’s strategic instrument reference data platform (GIM) and various legacy applications (COSMIC, TITAN, WINS, CCMS, TRAC, BDAS) acting as guardians of that data and responding to request and queries from the users. 

Roles & Responsibilities
Create new instruments for various Equities, Fixed Income and Equity Derivatives products in Reference Data system
Update/modify assets based on internal client initiated changes (Middle Office, Trade support, Settlements) or Corporate actions.Regular maintenance of securities that require coupon, rate fixing and/or factor updates on a daily basis from sources like Bloomberg, Reuters etc.
Perform research through Bloomberg and Reuters to find missing or additional information required to complete set up or maintenance.
Participate/Coordinate in special projects such as; data clean up, process improvement analysis, metrics reporting
Plan and prioritize all projects handled by the team.
Monitor rejects Queue and clears them on a timely basis. Ensuring Checklist, Metrics and EOD activities are completed and signed off.
Ensuring timely updating/review of SOPs, Issue Logs and Project tracker.
Handling and monitoring issue and query mails and escalating issues promptly to the Team Leader
A proactive approach to problem solving, taking ownership of issues and having the determination to follow things through
Flexible work approach – be willing to operate within a shift environment (Potential early and late shift starts)
Availability to work a share of Singapore Public Holidays. Time off in lieu will be provided for public holidays worked.
Relationship Management
College Degree with 2-4 Years of experience in a financial services sector
Knowledge of external reference data providers –BLOOMBERG, REUTERS, etc. will be an advantage
Knowledge of handling various related instrument reference data, Middle office functions - desirable
Proficient in MS excel
Excellent communication skills both oral and written
Ability to multitask effectively
Flexible and willing to stretch
Focus on quality and controlled environment
Attention to detail.",5000,JP Morgan
Data Analyst,"Introduction

Clearstate, a business of the Economist Intelligence Unit, offers specialized healthcare market tracking intelligence complimented by strategic advisory services to help medical device, pharmaceutical, biotechnology, and healthcare service firms understand their current and potential markets, and implement pragmatic and innovative strategies to ultimately tap into new growth opportunities within Asia Pacific. Headquartered in Singapore, Clearstate aims to augment its field operations by seeking to add a high calibre and enterprising personnel to the team.

Accountabilities

In the role you would be expected to:
Manage GDPR process, connecting to our panel providers to ensure data transfer and handling on EIU Healthcare is within compliance.
Execute the modeling framework, which is conceptualized by Team Director and the Modeling associate
Desk research on strategic topics that would translate into drivers in the modeling and database
Identify new technical possibilities to proxy hard-to-get-data sources with agreement from the team lead
Be responsible for accurate and quality modeling implementation
Translate modeling technicality into visualization planning by working with another data analytics associate
Experience, skills and professional attributes

To succeed in the role you must have:
Dedicated experience in GDPR audit
3-5 year strong experience in both market research and market modeling (both are must)
Comprehensive knowledge in Healthcare industries
Hold a bachelor degree in Economics, Mathematics or Life sciences. Master degree in Economics or Life sciences is strongly preferred
You will be able to demonstrate:
Willingness to take intellectual challenges
Versatility, ability to think both inside and outside of the box
Ability to work in a fast paced team structure
Passion about healthcare
Proactive attitude to solve problems for clients and internal teams
"",""datePosted"":""2018-07-17T00:00:00.000Z"",""title"":""Data insights analyst"",""occupationalCategory"":""Analyst"",""@context"":""http://schema.org"",""url"":""https://ukcemeaasia-economist.icims.com/jobs/4798/data-insights-analyst/job""}
Please Enable Cookies to Continue

Please enable cookies in your browser to experience all the personalized features of this site, including the ability to apply for a job.

Welcome page

Returning Candidate?

Log back in!

Data insights analyst

Job Locations 

Singapore-Singapore

ID 

2018-4798 

Function 

Analyst

Introduction
Clearstate, a business of the Economist Intelligence Unit, offers specialized healthcare market tracking intelligence complimented by strategic advisory services to help medical device, pharmaceutical, biotechnology, and healthcare service firms understand their current and potential markets, and implement pragmatic and innovative strategies to ultimately tap into new growth opportunities within Asia Pacific. Headquartered in Singapore, Clearstate aims to augment its field operations by seeking to add a high calibre and enterprising personnel to the team.

Accountabilities
In the role you would be expected to:
Manage GDPR process, connecting to our panel providers to ensure data transfer and handling on EIU Healthcare is within compliance.
Execute the modeling framework, which is conceptualized by Team Director and the Modeling associate
Desk research on strategic topics that would translate into drivers in the modeling and database
Identify new technical possibilities to proxy hard-to-get-data sources with agreement from the team lead
Be responsible for accurate and quality modeling implementation
Translate modeling technicality into visualization planning by working with another data analytics associate

Experience, skills and professional attributes
To succeed in the role you must have:
Dedicated experience in GDPR audit
3-5 year strong experience in both market research and market modeling (both are must)
Comprehensive knowledge in Healthcare industries
Hold a bachelor degree in Economics, Mathematics or Life sciences. Master degree in Economics or Life sciences is strongly preferred
You will be able to demonstrate:
Willingness to take intellectual challenges
Versatility, ability to think both inside and outside of the box
Ability to work in a fast paced team structure
Passion about healthcare
Proactive attitude to solve problems for clients and internal teams

Options
Apply for this job onlineApply
Share
Email this job to a friendRefer

Sorry the Share function is not working properly at this moment. Please refresh the page and try again later.

Share on your newsfeed

If this role matches your skills, experience and motivations then please submit your CV with a covering note identifying why you feel you would be a great addition to the team along with your salary expectations. 

In return, we provide a supportive and progressive environment with a wide range of opportunities for you to grow both personally and professionally. 

The Economist Group values diversity. We are committed to equal opportunities and creating an inclusive environment for all our employees. We welcome applicants regardless of ethnic origin, national origin, gender, race, colour, religious beliefs, disability, sexual orientation or age.

Application FAQs

Software Powered by iCIMS 
www.icims.com",3000,Economist Group
Data Analyst,"Love buying and selling on Carousell? Then meet the team that handcrafts various parts of the mobile applications, website and backend systems in order to deliver the best user experience. Here at Carousell, our data & engineering teams work on a myriad of problem domains. You get to work with data generated by millions of buyers and sellers & converting them into actionable insights, for both our users and team. You will have the autonomy to lead and explore data science projects to solve key business problems, by working together with a core team of passionate data analysts, scientists and engineers. Every month, we host a range of meetups and talks on different topics, ranging from product hackdays to Data meetups and events! 

Ensuring that the user experience stays simple is complicated - and we take pride in our work to keep things that way. 

Were looking for a senior data analyst to join the Data team in Carousell and work with our Internal Ads Product team. The Internal Ads team goal is to deliver value to the sellers in our marketplace with our visibility products. Working closely with the Internal Ads product manager, you will be instrumental in contributing to our growth and monetization strategy. 

Responsibilities:
Partner with the product manager & delivery team in leveraging data to improve our understanding of users and develop new products
Initiate self-directed, in-depth analyses to uncover behavioral insights in various areas (segmentation, conversion, retention, price sensitivity etc) and communicate the learnings in an actionable way
Dashboarding, visualization and monitoring of KPIs and operational metrics for the product
Instrument data tracking i.e. event collection whenever a new product feature is launched
Conduct AB Testing / experiments on a regular basis to continually validate the effectiveness of product changes and learn about our users
Help accelerate revenue growth through applied domain knowledge in ads monetization and revenue customer profiling
Requirement:
2-3 years of experience working in a product data analytics role is ideal. Exposure to monetization or growth analytics in a commerce or marketplace setting is a huge bonus.
Strong SQL and Python knowledge is a pre-requisite - you should be able to confidently use a query and scripting language respectively
Good statistical knowledge - you are not intimidated by terms like P-Value, Significance and T-Tests etc. You also understand statistics not in a theoretical context but also on how it can be applied to validate experiments in a business environment.
Highly logical and structured in your approach to problem solving - you use 80-20 principles to tackle the most important challenges which bring the most value
Good communication skills and business acumen - you are comfortable with presenting insights to a sizeable business audience where required",3800,Carousell
Data Analyst,"About Us: 
GE is the world's Digital Industrial Company, transforming industry with software-defined machines and solutions that are connected, responsive and predictive. Through our people, leadership development, services, technology and scale, GE delivers better outcomes for global customers by speaking the language of industry. 

Role Summary: 
Customer Data Analyst will drive operational excellence in data maintenance and support in various ERP systems as part of the Global Customer Master Data Team. In this role the analyst will provide effective and responsive services in supporting screening, creating, and maintaining external customer accounts in various systems like Oracle and SFDC as well as being part of global projects driving continuous enhancements to improve both internal and external processes. 

Essential Responsibilities: 

Key responsibilities/essential functions include:
Maintain Oracle Customer Master database integrity and ensure efficient screening of our new customers/current customers
Review, update, and correct data; delete and/or merge files containing duplicate information.
Obtain further information for incomplete documents
Check completed work for accuracy
Comply with data integrity and security policies
Create SOPs and User Guides for ways of working
Works together with the team on different projects and helps with requirement gathering, testing and implementation.
Run reports in Excel, Access, SQL Developer and inhouse data gathering programs
Participate in the creation and maintenance of dashboards that can be used to drive business results
Build an understanding of where to get key information and how to present it to the functional and technical teams
Drive continues improvement by analysing and challenging business processes to determine the most efficient ways to work
Maintain filing and records management systems and other office flow procedures which may be confidential 

Quality Specific Goals:
Aware of and comply with the GEHC Quality Manual, Quality Management System, Quality Management Policy, Quality Goals, and applicable laws and regulations as they apply to this job type/position
Complete all planned Quality & Compliance training within the defined deadlines
Identify and report any quality or compliance concerns and take immediate corrective action as required 

Qualifications/Requirements:
Degree in Information Technology, Computer Science or Business Management (with IT-related minor or major) and /or equivalent experience
Professional knowledge of general office applications: Excel, Access, Outlook, PowerPoint, Word
Some experience writing Basic SQL queries in Oracle SQL Developer
Some experience working with Oracle Apps Customer Master, and/or AR, and/or OM
Project management and testing experience will be a great benefit
Good working knowledge of relevant computer systems, procedures, workflow management and monitoring systems
Great attention to detail with strong analytical skills
Effective time management, organizational and administrative skills; able to balance multiple priorities
Fluency in English language
Applications from job seekers who require sponsorship to work in the UK are welcome and will be considered alongside all other applications. However, non-EU/EEA candidates may not be appointed to a post if a suitably qualified, experienced and skilled EU/EEA candidate is available to take up the post, as the employing body is unlikely, in these circumstances, to satisfy the Resident Labour Market Test. For further information please visit the UK Border Agency website 
http://www.ukba.homeoffice.gov.uk/visas-immigration/working

Please Note: If being hired to United States location - GE will only employ those who are legally authorized to work in the United States for this opening. Any offer of employment is conditioned upon the successful completion of a background investigation and drug screen. 

Desired Characteristics:
Exceptional communication skills and an ability to consistently represent GE in a courteous and professional manner
Self-Starter, proactive, able to work independently with minimal direction, able to maintain confidentiality and handle matters discreetly
Effective problem-solving skills and able to resolve a variety of issues and topics within the job scope
Ability to effectively interact and communicate with senior management and corporate contacts
Previous client serving experience
Demonstrates initiative and a proactive can do attitude to customer service
Flexibility and willingness to work as a team member
Ability to manage self and tasks in an appropriate manner
Committed to deliver commercial excellence and customer satisfaction 

Locations: Singapore, United Kingdom, United States; California; Amersham, Marlborough",4000,GE Healthcare
Data Analyst,"Job Description:

Get to know our Team:

The User Trust team acts as guardians of all our users on Grab. We leverage our rich data-sets to find solutions to problems ranging from safety to fraud. We're a hands on team interested in the end to end data life-cycle from analyzing the behavior of our consumers, identifying any anomalies to building a detection and prevention modules for any suspicious activities. If you're passionate about solving complex problems with immediate real-world impact, we want you!

Get to know the Role:

As the Data Risk Analyst, you will analyse Grab’s data to develop insights about user behaviours and payment risks. You will translate these insights into recommended actions to combat user and payment fraud.

The day-to-day activities:

Analyze data to develop insights on user behaviors and/or payment risks.

Develop and communicate insights and recommended actions to stakeholders to reduce user and payment fraud.

Conduct data investigations and analysis on fraudulent rings that has been identified by stakeholders.

Identify potential false positive cases and feedback to the Data Science team.

Work with business teams to translate requirements and needs to the Tech teams.

Ensure incentives payouts to drivers and rewards to passengers are appropriately given.

The must haves:

A technical degree in Computer Engineering, Information Technology, or related fields.
Strong experience in SQL, Tableau and Excel.

Relevant experience on data analysis and machine learning.

Excellent written and verbal communication skills along with strong training skills.

Proficient in RDBMS such as PostgresQL or MySQL.

Proficiency in a local SEA language.

Good understanding of the fraud space with hands-on knowledge of fraud, payments and risk.",4000,Grab
Data Analyst,"Bloomberg is a leading provider of electronic trading tools and services for all segments of the financial markets, and our Electronic Trading Operations (ETO) team is responsible for ensuring the implementation, stability, and reliability of those offerings.

Our Team:

We implement new connections and detect, analyze, and resolve issues impacting connectivity with clients, vendors, exchanges, brokers, and ATS venues. We ensure seamless performance with our Electronic Trading platforms through interaction with Bloomberg Product areas, Network Operations, Engineering, and Bloomberg's clients. We understand urgency, work hard, have commercial acumen and are customer service driven. Our clients internally and externally count on us daily. We challenge and support each other to deliver the best service possible.

What's the role?

In an environment this complex, data analytics and business intelligence are critical to understanding how we're performing, and where the best opportunities exist to improve service and optimize efficiency. We are seeking a Data Analyst to join our team to expand on the foundation we've developed, utilizing the wealth of systems data embedded across our organization to drive innovation and groundbreaking change. As an integral member of the team, you will go beyond the collection and synthesis of data - you'll help us to determine where potential opportunities exist; the information required to effectively analyze our processes; and how to use findings to improve our operations and strengthen our business strategy. You will also accomplish this through the use of project management tools, operational dashboards, KPIs/metrics, and written & verbal presentation skills.

You're a Data Analyst with a Programming background. You have proven project management skills and time management proficiency which enable you to multi-task effectively, handle ambiguity, and function well in a fast-paced, sometimes unpredictable environment. You approach challenges with creativity and enthusiasm and stand behind your work products. You thrive in a team environment, and possess the motivation to understand the details of how people work and what they require to do their jobs most effectively.

On our team, you'll apply your data analysis expertise to complex operational problems. You'll provide design recommendations, identify data sources, and gather, cleanse, model and test your ideas. We'll depend on you to provide strategic thinking and tactical expertise across a broad range of disciplines across Electronic Trading Operations.

We'll trust you to:

* Design models to answer targeted business questions and drive change
* Be hands on with populating data, conducting data analysis, and building dashboards that influence business decisions
* Integrate yourself as a great teammate and collaborate with other analysts on department wide dashboard initiatives
* Research, develop and implement new methods of extracting relevant data from a variety of sources
* Collaborate and consult with business colleagues to better understand their domain
* Design, prototype, and implement technical solutions using a combination of proprietary, third party and open source technology to pursue complex business needs

You'll need to have:

* Strong SQL coding background and experience with Relational Databases
* Professional experience using Javascript / HTML / ASP / Python / R
* Business strategy, intelligence, and consulting
* Development and design of critical metric dashboards
* Proven eye for business utilizing statistics and process mapping
* Ability to run multiple projects at a time and shift priorities quickly
* Strong analytical skills, troubleshooting, and tracing root causes
* Excellent written, verbal, and presentation communication skills

We'd love to see:

* Experience with client services within the tech/financial industry

If this sounds like you:

Apply if you think we're a good match. We'll get in touch to let you know what the next steps are, but in the meantime feel free to have a look at this: http://www.techatbloomberg.com.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Apply Now

Data Analyst - Electronic Trading Operations - SingaporeSingapore

Posted Jun 5, 2018 - Requisition No. 67433

Apply Now

Bloomberg is a leading provider of electronic trading tools and services for all segments of the financial markets, and our Electronic Trading Operations (ETO) team is responsible for ensuring the implementation, stability, and reliability of those offerings.

Our Team:

We implement new connections and detect, analyze, and resolve issues impacting connectivity with clients, vendors, exchanges, brokers, and ATS venues. We ensure seamless performance with our Electronic Trading platforms through interaction with Bloomberg Product areas, Network Operations, Engineering, and Bloomberg's clients. We understand urgency, work hard, have commercial acumen and are customer service driven. Our clients internally and externally count on us daily. We challenge and support each other to deliver the best service possible.

What's the role?

In an environment this complex, data analytics and business intelligence are critical to understanding how we're performing, and where the best opportunities exist to improve service and optimize efficiency. We are seeking a Data Analyst to join our team to expand on the foundation we've developed, utilizing the wealth of systems data embedded across our organization to drive innovation and groundbreaking change. As an integral member of the team, you will go beyond the collection and synthesis of data - you'll help us to determine where potential opportunities exist; the information required to effectively analyze our processes; and how to use findings to improve our operations and strengthen our business strategy. You will also accomplish this through the use of project management tools, operational dashboards, KPIs/metrics, and written & verbal presentation skills.

You're a Data Analyst with a Programming background. You have proven project management skills and time management proficiency which enable you to multi-task effectively, handle ambiguity, and function well in a fast-paced, sometimes unpredictable environment. You approach challenges with creativity and enthusiasm and stand behind your work products. You thrive in a team environment, and possess the motivation to understand the details of how people work and what they require to do their jobs most effectively.

On our team, you'll apply your data analysis expertise to complex operational problems. You'll provide design recommendations, identify data sources, and gather, cleanse, model and test your ideas. We'll depend on you to provide strategic thinking and tactical expertise across a broad range of disciplines across Electronic Trading Operations.

We'll trust you to:

* Design models to answer targeted business questions and drive change
* Be hands on with populating data, conducting data analysis, and building dashboards that influence business decisions
* Integrate yourself as a great teammate and collaborate with other analysts on department wide dashboard initiatives
* Research, develop and implement new methods of extracting relevant data from a variety of sources
* Collaborate and consult with business colleagues to better understand their domain
* Design, prototype, and implement technical solutions using a combination of proprietary, third party and open source technology to pursue complex business needs

You'll need to have:

* Strong SQL coding background and experience with Relational Databases
* Professional experience using Javascript / HTML / ASP / Python / R
* Business strategy, intelligence, and consulting
* Development and design of critical metric dashboards
* Proven eye for business utilizing statistics and process mapping
* Ability to run multiple projects at a time and shift priorities quickly
* Strong analytical skills, troubleshooting, and tracing root causes
* Excellent written, verbal, and presentation communication skills

We'd love to see:

* Experience with client services within the tech/financial industry

If this sounds like you:

Apply if you think we're a good match. We'll get in touch to let you know what the next steps are, but in the meantime feel free to have a look at this: http://www.techatbloomberg.com.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",3000,Bloomberg
Data Analyst,"Data Analyst, Group Customer Analytics & Decisioning


About OCBC

Having purpose and making a real impact drives what we do at OCBC, for our customers, colleagues and the community. People count on us to deliver an amazing banking experience, but more importantly one that is uncomplicated and complements their changing lifestyle and business needs. Our employees are the architects that make this all possible; they are high performing individuals and teams, experts in their field and above all believe in our purpose and commitment to customers.

Our community of game changers at OCBC builds for the future; think Ambitious goals, act with a strong Belief and execute with Courage and agility to drive impact. These ABCs sit at the centre of our culture of change and innovation.


What you’ll do

Work with specific client groups in the Consumer Bank to understand their business challenges & identify areas where Customer analytics techniques could help them overcome these challenges and realise new opportunities

Design and deploy data pipelines & solutions to increase productivity of the Consumer Banking business

Support planning, development, execution and tracking of Data Driven Marketing activity across all channels

Develop data-driven actionable customer insights to support marketing, sales and service communications.

1. Generate actionable customer insight to improve key business outcomes

Support the deployment of world-class marketing analytics capabilities and practices to improve marketing effectiveness and efficiency of the OCBC Consumer Financial Services division. This includes:

Development and execution of marketing campaigns & event triggers to support customer acquisition, cross & upselling and account activation goals within the Consumer Banking business.
Conducting data discovery and other data exploration activities to identify emerging trends and business opportunities.
Development and ongoing management of campaign reporting, analysis and derivation of key customer metrics.
Design of management reporting & visualization using Qlikview.
Provision of ongoing support to segment and product management in the profiling and segmentation of customers as well as conduct of tactical mining to support their business initiatives.
Regular interaction with product and segment managers to understand their business objectives. Proactive recommendation on how you think analytics could help them achieve their goals.

2. Deploy solutions to increase productivity of Consumer Banking division

Design, build and deploy data driven solutions to increase productivity of the Consumer Banking Division including:

Design of processes to streamline marketing & promotional fulfillment activities
Support for operational reporting & customer communications
*LI-EN

What you bring

General Knowledge & Experience:

o Exposure to data management, programming and analysis functions

o Understanding of the role of analytical marketers

Programming & Data:

o Exposure to database, analytical marketing or campaign management functions.

o Ability to analyse, identify, visualize and describe key trends within large datasets

o Strong SQL coding and database knowledge

o Some prior exposure to analytical software tools of leading analytical software tools (such as SAS / Python / Spark / R); leading database environments (Oracle / Teradata / Hadoop / SQL); reporting tools (Qlikview / Tableau) and/or contact management platforms (Siebel / Pega).

Communication & Soft Skills:

o Curiosity & a real passion for understanding “why?”

o Creativity to see possibilities within the data & translate into decisions and actions for non-technical business users.

o Ability to visualise patterns arising out of data analysis and turn these into compelling stories.",2000,OCBC Bank
Business Analyst,"Kyriba is the global leader in cloud-based treasury, cash and risk management solutions, delivering Software-as-a-Service (SaaS) financial technology to corporate CFOs and Treasurers. More than 1,800 global organizations use Kyriba to enhance their global cash visibility, improve financial controls, and increase productivity across their cash and liquidity, payments, supply chain finance and risk management operations. Kyriba is headquartered in New York, with offices in San Diego, Paris, London, Tokyo, Singapore, Dubai, Hong Kong, Shanghai and Rio de Janeiro. Kyriba added more than 230 new customer logos during the year and is growing at a fast pace! 

Reporting to a Senior Implementation Manager, the Implementation Associate is responsible for supporting Kyriba project teams in the delivery of high-quality implementation projects. Implementation Associates have responsibility for applying best practices for all implementation work and following Kyriba implementation methodologies throughout the project phases. 

Responsibilities: 

Deployment Execution
Timely and accurate execution of Core Data for client implementations.
Timely and accurate execution of additional functional setup as required by Kyriba project teams.
Maintains 75% utilization rate.
Communication
Effectively communicates relevant project information to senior management.
Demonstrates strong verbal and written communication skills.
Ability to understand and resolve customer issues.
Functional Expertise 

Develops a thorough understanding of Kyriba modules, including the following: 

- Core Data
Cash Management
General Ledger Posting
Payments
Bank Account Administration
System Administration
Possesses and seeks to develop a thorough understanding of Kyriba Modules and capabilities.
Consultant Development
Seeks and participates in development opportunities above and beyond standard Kyriba training.
Develops demonstrated Kyriba product and process knowledge by shadowing team members on internal and client sessions.
Develops demonstrated Kyriba product knowledge by attending Kyriba training sessions.
Qualifications:
Possesses 0-2 years Treasury management and/or financial services experience.
Baccalaureate in Business or Finance or relevant work experience.
Effective communication skills, both verbal and written.
Strong time management skills as multiple clients and projects will be executed simultaneously.
Based in NYC, San Diego, or Seattle office, with up to 50% travel required.
Kyriba Culture and Values: 

At Kyriba, we value a strong work culture and sense of community and ownership among our global team. We live by our “iCare” value system to demonstrate our care and commitment to our clients and to each other. In hiring, we look for candidates that are a strong fit with our culture and values, as well as bring the talent and experience required by the position.
Innovation: We foster innovation and entrepreneurial thinking across our team by rewarding employees for their achievements and encouraging efficiency and continual process improvement.
Client Success: Our passion is to enable our clients’ success. We do this by understanding their needs, and developing and managing solutions that provide them the insight to effectively drive decision making within their organizations.
Accountability: We each take personal responsibility for our actions. We are committed to our own continuous improvement and we go the extra mile to meet our clients' needs.
Respect: We respect each other’s ideas, efforts and commitments, and embrace our diverse cultures and points of view. We achieve our goals through teamwork, responsiveness, open communication and a positive attitude.
Excellence: We strive for excellence in all that we do and bring the passion and commitment to deliver on our promises. We achieve excellence through leadership, teamwork, transparency and integrity, and we are committed to recognizing employee achievements.
To learn more about Kyriba:
Check out our Career page: http://www.kyriba.com/company/careers
Like Kyriba on Facebook at facebook.com/kyribacorp
Follow Kyriba on LinkedIn at linkedin.com/company/kyriba-corporation
Follow Kyriba on Twitter at twitter.com/kyribacorp
Read Kyriba’s blog at kyriba.com/blog
Equal Employment Opportunity Employer
Jobs  >  Business Analyst  >  Singapore
",5000,Kyriba
Business Analyst,"Company Description

iClick Interactive (www.i-Click.com) is an independent online marketing technology platform that connects worldwide marketers with audiences in China. Built on cutting-edge technologies, our proprietary marketing technology platform possesses omni-channel marketing capabilities and fulfills various marketing objectives in a data-driven and automated manner, helping both international and domestic marketers reach their target audiences in China. Headquartered in Hong Kong, iClick Interactive was established in 2009, currently operating in eight locations worldwide in Asia as well as London.


Business Manager / Sales Manager - Baidu Business (Based in Singapore)


Job Description:

Responsible for driving new business and cross-sell advertising products to achieve company’s revenue targets
Work with clients and advertising agency to plan and implement Baidu’s digital/online marketing campaign

Job Requirements:

Solid advertising sales experience in online/digital marketing field
Experiences in working with digital advertising agency
Knowledge of SEM/data driven marketing is a plus
Familiar with China digital market
Strong interpersonal skills with good attention to details
Good command of written and verbal English and Chinese
Stationed in our Singapore office

To know more about us, please visit http://www.i-click.com/

All data supplied will be kept in strict confidence and will be used for employment related purpose. Only short-listed candidates will be contacted.

Good prospect on career development!



Jobs  >  Business Analyst  >  Singapore
",6000,iClick Interactive
