company,job_description,job_title,salary
United Overseas Bank Ltd (UOB),Functional area: Data Management OfficeEmployment type: Full-timeJob Type: PermanentThe Data Management Office (DMO) is a business function that covers Enterprise Data Governance  Data Management and Enterprise Data Strategy and Analytics. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter  faster and more accurate decisions and to improve operational efficiency.  TheData Strategy and Analytics leads the transformational build  use  and deployment of the banks analytics capabilities across the organization. This team will take analytics to the next level through use of data and analytics technology.  This is a unique role where the right candidate will be able to make a significant and visible contribution within a short period of time. Your responsibilities:  Develop and deliver the data analytics strategy for the bank Manage and lead delivery of analytical solutions including analytical deep-dives and dashboards to help businesses leverage their internal data assets for strategic decision making Provide consultative support to stakeholders and senior management through use of data analytics and also in deployment of data analytics capabilities Support portfolio management with in-depth analysis of key segments and business drivers Drive innovation initiatives under the business leadership teams guidance and directives Lead Group DMO Head Office initiatives and drive the Change Management agenda for the bank  Job requirements:  Degree in analytical or mathematics disciplines (e.g. Finance  Statistics  Commerce  Accounting  Business or a related discipline). Post graduate qualifications such as MBA will be a strong plus Minimum 5 years working experience in Financial Services / Banking / Consulting or related sectors with exposures to at least 2 complete BI Project Life Cycles is required. (E.g. Requirements Gathering  Data Mapping  Design  Development  Implementation etc.) Minimum 2 years working experience in Data Warehousing / Big Data / Database ecosystem with strong Data Modelling skills is required Hands-on experience with latest BI tools and technologies like Qlik Sense  MS Power BI  Microsoft R  SAS  OBIEE and exposures to Hadoop  Hive  Impala  Pig preferred Experience in training and conducting user enablement sessions would be a plus Possess good written and verbal communication skills with demonstrated ability to present in a clear and compelling manner to cross-functional stakeholders that persuades action Have a strong appreciation of project management and business processes to help drive organizational results Able to work independently and thrive in a dynamic environment Candidate will be required to be on secondment to Singapore for at least 6 months.Develop and deliver the data analytics strategy for the bank.Manage and lead delivery of analytical solutions including analytical deep-dives and dashboards to help businesses leverage their internal data assets for strategic decision making.Provide consultative support to stakeholders and senior management through use of data analytics and also in deployment of data analytics capabilities.Support portfolio management with in-depth analysis of key segments and business drivers.Drive innovation initiatives under the business leadership teams guidance and directives.Lead Group DMO Head Office initiatives and drive the Change Management agenda for the bank.Degree in analytical or mathematics disciplines (e.g. Finance  Statistics  Commerce  Accounting  Business or a related discipline). Post graduate qualifications such as MBA will be a strong plus.Minimum 5 years working experience in Financial Services / Banking / Consulting or related sectors with exposures to at least 2 complete BI Project Life Cycles is required. (E.g. Requirements Gathering  Data Mapping  Design  Development  Implementation etc.).Minimum 2 years working experience in Data Warehousing / Big Data / Database ecosystem with strong Data Modelling skills is required.Hands-on experience with latest BI tools and technologies like Qlik Sense  MS Power BI  Microsoft R  SAS  OBIEE and exposures to Hadoop  Hive  Impala  Pig preferred.Experience in training and conducting user enablement sessions would be a plus.Possess good written and verbal communication skills with demonstrated ability to present in a clear and compelling manner to cross-functional stakeholders that persuades action.Have a strong appreciation of project management and business processes to help drive organizational results.Able to work independently and thrive in a dynamic environment.Candidate will be required to be on secondment to Singapore for at least 6 months.,"VP, Business Intelligence & Analytics (Based in China, Indonesia, Malaysia or Thailand), DMO",
United Overseas Bank Ltd (UOB),Functional area: Business Technology ServicesEmployment type: Full-timeJob Type: Permanent Proven working experience as a data analyst  with experience in large data warehousing and Hadoop implementation projects in financial services industry Good functional knowledge of Retail bank  Wholesale & Private Bank products & business processes   Hands on experience of executing projects in Finance domain - expertise in financial reconciliation  GL unification  profitability  fund transfer pricing  budgeting  forecasting Experience with Credit Risk domain - computation of risk weighed assets  economic capital  S29  MAS  BASEL reporting  economic capital  cross border exposure Knowledge & experience with products such as SAP GL  OFSA (profitability  FTP)  FITAS  ARF (Trade Finance & Accounts Receivables)  Moodys RaY  Murex  Cash Management & Remittance would be of additional advantage   Good expertise in designing financial services data models & data modeling tools   Knowledge & experience of having used industry standards data models such as FSDM Knowledge & experience in designing normalized & dimensional models to support different analytical users   Hands on experience of doing data mapping across different layers in data architecture - from source to target state Good experience in implementing data governance processes   Experience in doing data profiling & implementing data quality rules using ETL tools like Informatica Data Quality Knowledge & experience with reference data management  data standards  expertise with Teradata MDM Experience of building business glossary & providing end to end data lineage using tools like Informatica Metadata Manager   Proven problem solving skills & analytical skills with the ability to collect  organize  analyze  and disseminate significant amounts of information with attention to detail and accuracy Exposure to Data Warehouse & Big data tools for Information Management   ETL & Data governance tools - Informatica PC  DQ  MM  Teradata GCFR  MDM RBMS - Teradata  Oracle  NoSQL Reporting - Qlik  OBIEE  Tableau  BO Cloudera administration suite Hadoop languages & tools - Spark  Python  R  Pig  Hue  Impala  Hive  Hbase  Informatica IDL  BDM  Kafka  Flume  Machine Learning Algorithms   Experience & knowledge of building security framework involving data classification & access controls in Hadoop and Teradata Good experience of implementing large scale  multitrack projects involving mix of waterfall and agile approaches Knowledge of defect management - leading defect triage  resolution & reporting Good attitude  team player  result driven  self motivated and keenness to learn Experience in handling large teams  demonstrated ability to learn fast and apply to project execution Good communication & interpersonal skills  ability to engage different stakeholders in business  operations & technology.Proven working experience as a data analyst  with experience in large data warehousing and Hadoop implementation projects in financial services industry.Good functional knowledge of Retail bank  Wholesale & Private Bank products & business processes.Hands on experience of executing projects in Finance domain - expertise in financial reconciliation  GL unification  profitability  fund transfer pricing  budgeting  forecasting.Experience with Credit Risk domain - computation of risk weighed assets  economic capital  S29  MAS  BASEL reporting  economic capital  cross border exposure.Knowledge & experience with products such as SAP GL  OFSA (profitability  FTP)  FITAS  ARF (Trade Finance & Accounts Receivables)  Moodys RaY  Murex  Cash Management & Remittance would be of additional advantage.Good expertise in designing financial services data models & data modeling tools.Knowledge & experience of having used industry standards data models such as FSDM.Knowledge & experience in designing normalized & dimensional models to support different analytical users.Hands on experience of doing data mapping across different layers in data architecture - from source to target state.Good experience in implementing data governance processes.Experience in doing data profiling & implementing data quality rules using ETL tools like Informatica Data Quality.Knowledge & experience with reference data management  data standards  expertise with Teradata MDM.Experience of building business glossary & providing end to end data lineage using tools like Informatica Metadata Manager.Proven problem solving skills & analytical skills with the ability to collect  organize  analyze  and disseminate significant amounts of information with attention to detail and accuracy.Exposure to Data Warehouse & Big data tools for Information Management.ETL & Data governance tools - Informatica PC  DQ  MM  Teradata GCFR  MDM.RBMS - Teradata  Oracle  NoSQL.Reporting - Qlik  OBIEE  Tableau  BO.Cloudera administration suite.Hadoop languages & tools - Spark  Python  R  Pig  Hue  Impala  Hive  Hbase  Informatica IDL  BDM  Kafka  Flume  Machine Learning Algorithms.Experience & knowledge of building security framework involving data classification & access controls in Hadoop and Teradata.Good experience of implementing large scale  multitrack projects involving mix of waterfall and agile approaches.Knowledge of defect management - leading defect triage  resolution & reporting.Good attitude  team player  result driven  self motivated and keenness to learn.Experience in handling large teams  demonstrated ability to learn fast and apply to project execution.Good communication & interpersonal skills  ability to engage different stakeholders in business  operations & technology.,"VP, Data Analyst, GTO",
United Overseas Bank Ltd (UOB),Functional area: Data Management OfficeEmployment type: Full-timeJob Type: PermanentJob Description  The Data Management Office (DMO) is a business function that covers Enterprise Data Governance  Data Management  Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter  faster and more accurate decisions and to improve operational efficiency. The Data Management Team (DMT) within the DMO serves as the single point of contact for users across UOB for data issue escalations. The DMT ensures that data hosted in data warehouse is of good quality and conforms to data standards such as completeness  accuracy and consistency  to support regulatory and management reports. The team also promotes data automation and makes use of data to help develop initiatives to improve productivity.  The role is expected to perform advanced analytics and data development to support the vision  strategy and principles of the Data Management team. You will be part of the business function that will be leading the transformational build  use  and deployment of the banks next generation data analytics capabilities and infrastructure. The role requires you to work closely with business and IT to identify potential gaps and areas for enhancement  and using your technical capability to provision data and implement analytical solutions.  Your main responsibilities include:  .  Perform the role of a business lead/analyst on the Enterprise Data Architecture Group (EDAG) Programs to ensure the business requirements and deliverables are aligned to business priorities .  Provide support to business stakeholders in data provisioning  and identifying data trends  patterns and insights on our customers and business operations .  Perform assessments and analysis on existing data ecosystems to identify  propose and implement solutions to enhance data quality  data consistency  and efficiency .  Build and establish a strong relationship with business stakeholders  IT and vendors to deliver business value .     Partnering with various business/support units to provide deep expertise and advisory on data and analytics needs .  Support the Enterprise Data Architecture and Governance Program by applying data modelling capabilities to design  build  and scale our data assets in accordance with our business priorities  Requirements  Degree in Computing Science or related disciplines with at least 5 years of working experience in banking or financial industry At least 7 years track record of Business Analysis on large projects Understanding business models  data dictionaries and to be able to query data using an SQL tool is mandatory Min 5 years working experience in Data Analytics or Business Intelligence functions Excellent presentation and written communication skills with strong interpersonal skills Hands on experience in Hadoop and/ or Teradata is highly desirable Knowledge of advanced analytics and BI tools like R  MS BI  Tableau  Qlik  is a strong plus.Degree in Computing Science or related disciplines with at least 5 years of working experience in banking or financial industry.At least 7 years track record of Business Analysis on large projects.Understanding business models  data dictionaries and to be able to query data using an SQL tool is mandatory.Min 5 years working experience in Data Analytics or Business Intelligence functions.Excellent presentation and written communication skills with strong interpersonal skills.Hands on experience in Hadoop and/ or Teradata is highly desirable.Knowledge of advanced analytics and BI tools like R  MS BI  Tableau  Qlik  is a strong plus.,"VP, EDAG Business/Data Analyst, Data Management Office",
United Overseas Bank Ltd (UOB),Functional area: Group Finance & Corporate ServicesEmployment type: Full-timeJob Type: PermanentJob description:  We are looking for a suitably-qualified candidate to join the Finance Information Management department under UOB Group Finance. You will be the Finance and Risk business analyst and solutions architect for business intelligence (BI) and process automation initiatives for productivity and quality improvement.  The role requires a strategic analysis of current operational processes and identification of Use Cases. You are expected to have good data modelling and application design skills  coupled with a strong sense of direction guided by industry best practices.  Your responsibilities include:   Supporting the identification and proposal of Use Cases on a cost-to-benefit analytical basis  with the ability to provide insightful critique Conduct operational research for proposed Use Cases  to serve as a cost-justification basis for management decisions Gathering  analyzing and synergistically integrating Use Case requirements to meet the banks vision Leading design and development of optimized visualization solutions using BI tools including Qlik Sense and Microsoft Power BI  to meet the needs of end users for data analysis and decision-making Managing maintenance and enhancements of data models and visualization dashboards  to support evolving business needs  changes in data architectures and BI tool upgrades Continual exploration and proposal of new automation tools to facilitate work efficiency   Job requirements:   Good understanding of Banking products and Financial/Regulatory Reporting 5 years of experience in a bank or financial institution  preferably with exposure to regulatory reporting  financial reporting or financial accounting Experience in designing  developing and deploying Qlik Sense data models and dashboards  preferably for Finance or Risk implementations Strong understanding of relational databases  cubes and data modeling Possess a good understanding of Qlik application and data security architecture Possess strong analytical skills and problem solving skills Possess excellent oral  written and interpersonal communication skills Experience with coding in Python or R is a plus   Other requirements:   Exposure and participation in at least 1 major project is an advantage Team player  meticulous and able to work independently Results-driven with the ability to take initiative  handle multiple tasks and shift priorities to meet deadlines Possess a curious nature and strong ability in problem identification  variance analysis and issue resolution Combine an analytical and creative approach to problem-solving and have business strategy skills to build the solutions necessary to ask the right questions and find the right answers Be a clear  confident and persuasive communicator  with excellent presentation skills and with the ability to structure a coherent  logical argument and the confidence to defend assumptions  projections and recommendations Possess the aptitude and desire to assimilate and apply knowledge  as well as to inspire a learning culture amongst peers and subordinates.Supporting the identification and proposal of Use Cases on a cost-to-benefit analytical basis  with the ability to provide insightful critique.Conduct operational research for proposed Use Cases  to serve as a cost-justification basis for management decisions.Gathering  analyzing and synergistically integrating Use Case requirements to meet the banks vision.Leading design and development of optimized visualization solutions using BI tools including Qlik Sense and Microsoft Power BI  to meet the needs of end users for data analysis and decision-making.Managing maintenance and enhancements of data models and visualization dashboards  to support evolving business needs  changes in data architectures and BI tool upgrades.Continual exploration and proposal of new automation tools to facilitate work efficiency.Good understanding of Banking products and Financial/Regulatory Reporting.5 years of experience in a bank or financial institution  preferably with exposure to regulatory reporting  financial reporting or financial accounting.Experience in designing  developing and deploying Qlik Sense data models and dashboards  preferably for Finance or Risk implementations.Strong understanding of relational databases  cubes and data modeling.Possess a good understanding of Qlik application and data security architecture.Possess strong analytical skills and problem solving skills.Possess excellent oral  written and interpersonal communication skills.Experience with coding in Python or R is a plus.Exposure and participation in at least 1 major project is an advantage.Team player  meticulous and able to work independently.Results-driven with the ability to take initiative  handle multiple tasks and shift priorities to meet deadlines.Possess a curious nature and strong ability in problem identification  variance analysis and issue resolution.Combine an analytical and creative approach to problem-solving and have business strategy skills to build the solutions necessary to ask the right questions and find the right answers.Be a clear  confident and persuasive communicator  with excellent presentation skills and with the ability to structure a coherent  logical argument and the confidence to defend assumptions  projections and recommendations.Possess the aptitude and desire to assimilate and apply knowledge  as well as to inspire a learning culture amongst peers and subordinates.,"VP/AVP, Business Intelligence, Group Finance",
United Overseas Bank Ltd (UOB),Functional area: Data Management OfficeEmployment type: Full-timeJob Type: PermanentThe Data Management Office (DMO) is a business function that covers Enterprise Data Governance  Data Management and Enterprise Data Strategy and Analytics. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter  faster and more accurate decisions and to improve operational efficiency.  The Data Management Team (DMT) serves as the single point of contact for users across UOB for data issue escalations. The DMT ensures that data is of good quality and conforms to data standards such as completeness  accuracy and consistency  to support regulatory and management reports. The team also promotes data automation and makes use of data to help develop initiatives to improve productivity.  The role will be part of the business function that will be leading the transformational build  use  and deployment of the banks next generation data analytics capabilities and infrastructure. Your main responsibilities include:  .  Perform the role of a data analyst on the Enterprise Data Architecture & Governance (EDAG) Programs to ensure the business requirements and deliverables are aligned to business priorities .  Perform assessments and analysis on existing data ecosystems to identify  propose and implement solutions to enhance data quality  data consistency  and efficiency .  Provide support to business stakeholders in data queries and data provisioning .  Responsible for production support and change management  including specifications and data model review and UAT  Job requirements:  Degree in Computing Science or related disciplines with at least 5 years of working experience in banking or financial industry Understanding business models  data dictionaries and to be able to query data using an SQL tool is mandatory Min 5 years working experience in Data Analytics or Business Intelligence functions Excellent presentation and written communication skills with strong interpersonal skills Hands on experience in Hadoop and/ or Teradata is highly desirable Knowledge of advanced analytics and BI tools like R  MS BI  Tableau  Qlik  is a strong plus Candidate will be required to be on secondment to Singapore for at least 6 months.Degree in Computing Science or related disciplines with at least 5 years of working experience in banking or financial industry.Understanding business models  data dictionaries and to be able to query data using an SQL tool is mandatory.Min 5 years working experience in Data Analytics or Business Intelligence functions.Excellent presentation and written communication skills with strong interpersonal skills.Hands on experience in Hadoop and/ or Teradata is highly desirable.Knowledge of advanced analytics and BI tools like R  MS BI  Tableau  Qlik  is a strong plus.Candidate will be required to be on secondment to Singapore for at least 6 months.,"VP/AVP, Data Analyst (Based in China, Indonesia, Malaysia or Thailand), Data Management Office",
United Overseas Bank Ltd (UOB),Functional area: Big Data Analytics GroupEmployment type: Full-timeJob Type: PermanentTheData Management Office (DMO)is a business function that covers Enterprise Data Governance  Data Management  Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter  faster and more accurate decisions and to improve operational efficiency.  TheBig Data Analytics Group(BDAG)leads the transformational build  use  and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a pivotal part as an Analytics Centre of Excellence that will take analytics to the next level through use of latest data and analytics technology currently being deployed. You will work either individually or in project teams as a subject matter expert to deliver new Big Data and Machine Learning solutions for our business partners.  Your main responsibilities include:  .  Design analytical solutions/experiments to solve various strategic business problems through engagement and research. .  Building and deploying Machine Learning Algorithms  Advanced Analytics  and Data Visualization across the UOB group and region. .  Support the Enterprise Data Architecture and Governance Program in developing and transforming the Analytics Capabilities across the group. .  Partnering with assigned teams and/or business units to provide deep expertise and advisory on advanced data analytics needs. .  Strong knowledge of data and analytics architecture to ensure analytics objectives are aligned to business priorities on the Data Analytics Transformation Program. .  Drive Innovation initiatives under CDO guidance and directives.  Requirements  .  Min Postgraduate in Statistics  Mathematics  Engineering   Computer Science or a related field .  Min 5 years advanced analytics working experience in banking / financial services / consulting industry Possess a strong selection of skills and experience with analytical frameworks and languages such as SQL  R  SPARK  Python  Hive and other Hadoop-based languages .  Possess a strong ability to query and use large  robust data sets across traditional Data Warehouse and Hadoop platforms. .  An analytical mind and team player with demonstrated ability to build strong partnerships by applying quantitative techniques to solve business problems .  A strong communicator  with clear articulation of analytical findings through presentations. .  Experience with data visualization packages and/or tools will be a plus .     Innovative and Agile thinking - experience with Test and Learn Frameworks desirable.,"VP/AVP, Data Scientist, Big Data Analytics Group, Data Management Office",
United Overseas Bank Ltd (UOB),Functional area: Big Data Analytics GroupEmployment type: Full-timeJob Type: PermanentTheBig Data Analytics Groupis a business function that leads the transformational build  use  and deployment of the banks next generation analytics capabilities and infrastructure. This exciting role will play a pivotal part as an Analytics Centre of Excellence that will take analytics to the next level through use of latest data and analytics technology currently being deployed. You will work either individually or in project teams to help the organization progress towards a self-service data discovery culture.  In this role you will be part of the Big Data Analytics Group  and will aim to deliver new insights and bring analytical practices to life through data visualisation  intuitive dashboards and data modelling to support the adoption of analytics into the decision making process across the entire organization.  This is a unique role where the right candidate will be able to make a significant and visible contribution within a short period of time.  Your responsibilities:  .  Manage  build and deliver analytical solutions including dashboards to help businesses leverage their internal data assets for strategic decision making. Hands-on development of data models and visualisations will be required. .  Represent the Analytics Centre of Excellence to cross train team members  business users  and ensure business user adoption of analytics and supported tools. .  Support business users and senior management through use of data analytics and also in deployment of data analytics capabilities. .  Analyse data for portfolio managers to assist in the formulation of recommendations to deliver results against profitability and growth targets. .  Provide consultative support to stakeholders and senior management in understanding data trends  patterns and insights on our customers and business operations. .  Evaluate and improve existing analytics tools and platforms. .  Support the Enterprise Data Architecture and Governance Program and Big Data Program to develop the Analytics Capabilities and drive the Change Management agenda for the group. .  Drive innovation initiatives under the business leadership teams guidance and directives.  Job requirements:  .  Degree in computing or science discipline (e.g. Computer Science  Engineering  IT) .  Min 6 years working experience in Analytics or Business Intelligence functions .  Strong experience in Tableau  Power BI and/or Qlik .  Knowledge of SQL  data warehousing  big data ecosystems and data modelling a strong plus .  Experience with JavaScript  D3 or AngularJS is desirable .  In depth knowledge of banking products and the overall industry .  Good written and verbal communication skills and demonstrated success presenting in a clear and compelling manner to cross-functional stakeholders that persuades action .  Have an understanding of project management and business processes to help drive organizational results .  Ability to work and thrive in a dynamic  team-oriented environment.,"VP/AVP, Senior Business Intelligence Specialist, Data Management Office",
United Overseas Bank Ltd (UOB),Functional area: Data Management OfficeEmployment type: Full-timeJob Type: PermanentThe Data Management Office (DMO) is a business function that covers Enterprise Data Governance  Data Management  Big Data Analytics and Enterprise Data Strategy. It ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter  faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) is a Centre of Excellence that leads the transformational build  use  and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a unique part in the strategic analytics team in BDAG to drive data analytics strategy  innovation and collaboration.  Job responsibilities:   To help develop enterprise analytics strategy and operating model To propose and execute data analytics innovation initiatives under the business leadership teams guidance and directives To propose innovative use cases by leveraging different data sources and applying different data analytics techniques To understand business pain points  formulate problem statements and translate them into data analytics requirements To apply agile methodology in developing quick prototypes To define and develop sound value propositions based on data analytics products and articulate their business benefits To propose and execute engagement model with external collaborators   Job requirements:   Degree in analytical disciplines (e.g. mathematics  statistics  engineering or computer science) Minimum 4 years working experience in analytics preferably in banking industry Possess good understanding and experience with analytical frameworks and languages such as SQL  R  Python  Hadoop  SPARK and Hive Well-versed in data analytics concepts  technologies and applications Hands-on experience in implementing data analytics applications/solutions Project management experience in proposal development  project planning  progress tracking and stakeholder management Good written and verbal communication skills Innovative  agile and strategic thinking Consulting and product pre-sales experiences will be a plus.To help develop enterprise analytics strategy and operating model.To propose and execute data analytics innovation initiatives under the business leadership teams guidance and directives.To propose innovative use cases by leveraging different data sources and applying different data analytics techniques.To understand business pain points  formulate problem statements and translate them into data analytics requirements.To apply agile methodology in developing quick prototypes.To define and develop sound value propositions based on data analytics products and articulate their business benefits.To propose and execute engagement model with external collaborators.Degree in analytical disciplines (e.g. mathematics  statistics  engineering or computer science).Minimum 4 years working experience in analytics preferably in banking industry.Possess good understanding and experience with analytical frameworks and languages such as SQL  R  Python  Hadoop  SPARK and Hive.Well-versed in data analytics concepts  technologies and applications.Hands-on experience in implementing data analytics applications/solutions.Project management experience in proposal development  project planning  progress tracking and stakeholder management.Good written and verbal communication skills.Innovative  agile and strategic thinking.Consulting and product pre-sales experiences will be a plus.,"VP/AVP, Strategic Analytics, Big Data Analytics Group, Data Management Office",
United Overseas Bank Ltd (UOB),Functional area: Data Management OfficeEmployment type: Full-timeJob Type: Permanent  TheData Management Office (DMO)is a business function that covers Enterprise Data Governance  Data Management  Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter  faster and more accurate decisions and to improve operational efficiency.  TheBig Data Analytics Group(BDAG)leads the transformational build  use  and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a pivotal part as an Analytics Centre of Excellence that will take analytics to the next level through use of latest data and analytics technology currently being deployed. You will work either individually or in project teams to help the organization progress towards a self-service data discovery culture.  This is a unique role where the right candidate will be able to make a significant and visible contribution within a short period of time.  Your responsibilities:  Provide consultative support to stakeholders and senior management through use of data  analytics and also in deployment of data analytics capabilities Manage and lead delivery of analytical solutions including analytical deep-dives and dashboards to help businesses leverage their internal data assets for strategic decision making Drive data analytics transformation in key business units in collaboration with IT partners Identify and assess business strategies and opportunities; develop appropriate analytical approaches Collaborate with business units and senior management to conduct needs assessment to support organization strategies  tactics  and learning solutions that support business unit objectives   Job requirements:  University Degree  preferably in analytical  mathematic  computer science discipline (e.g. Finance  Statistics  Commerce  Accounting  or a related discipline). 8-10 years working experience in Analytics or Business Intelligence or related consulting functions Knowledge of SQL  data warehousing  data mart  big data ecosystems and data modelling a strong plus Experience with business processes  data management  data flows  data relationships  data quality standards and processes  and proficiency with data analytics tools - i.e Tableau  Power BI  Qlik etc Experience working in Financial Services / Banking Consulting or related sectors a plus Experience in preparation of use cases  business requirements documents (BRD)  system requirements specification (SRS) documents and other functional documents. Good written and verbal communication skills and demonstrated success presenting in a clear and compelling manner to cross-functional stakeholders that persuades action Significant experience in presenting at team meetings and in front of large groups Have an understanding of project management and business processes to help drive organizational results Ability to work independently and thrive in a dynamic  team-oriented environment.Provide consultative support to stakeholders and senior management through use of data  analytics and also in deployment of data analytics capabilities.Manage and lead delivery of analytical solutions including analytical deep-dives and dashboards to help businesses leverage their internal data assets for strategic decision making.Drive data analytics transformation in key business units in collaboration with IT partners.Identify and assess business strategies and opportunities; develop appropriate analytical approaches.Collaborate with business units and senior management to conduct needs assessment to support organization strategies  tactics  and learning solutions that support business unit objectives.University Degree  preferably in analytical  mathematic  computer science discipline (e.g. Finance  Statistics  Commerce  Accounting  or a related discipline).8-10 years working experience in Analytics or Business Intelligence or related consulting functions.Knowledge of SQL  data warehousing  data mart  big data ecosystems and data modelling a strong plus.Experience with business processes  data management  data flows  data relationships  data quality standards and processes  and proficiency with data analytics tools - i.e Tableau  Power BI  Qlik etc.Experience working in Financial Services / Banking Consulting or related sectors a plus.Experience in preparation of use cases  business requirements documents (BRD)  system requirements specification (SRS) documents and other functional documents.Good written and verbal communication skills and demonstrated success presenting in a clear and compelling manner to cross-functional stakeholders that persuades action.Significant experience in presenting at team meetings and in front of large groups.Have an understanding of project management and business processes to help drive organizational results.Ability to work independently and thrive in a dynamic  team-oriented environment.,"VP/FVP, Strategic/Business Intelligence Analyst",
United Overseas Bank Ltd (UOB),Functional area: Data Management OfficeEmployment type: Full-timeJob Type: Permanent TheBig Data Analytics Groupis a newly formed business function that will be leading the transformational build  use  and deployment of the banks next generation analytics capabilities and infrastructure. This exciting role will play a pivotal part as an Analytics Centre of Excellence that will take analytics to the next level through use of latest data and analytics technology currently being deployed. You will work either individually or in project teams in supporting Group Risk Management division progress towards a self-service data discovery culture.  This is a unique role where the right candidate will be able to make a significant and visible contribution within a short period of time.  Your responsibilities:  Manage  build and deliver analytical solutions including dashboards to help the business leverage internal and external data assets for strategic decision making. Provide consultative support to stakeholders and senior management in understanding data trends  patterns and insights on our customers and business operations. Support portfolio management with in-depth analysis of key segments and business drivers. Analyse data for portfolio managers to assist in the formulation of recommendations to deliver results against profitability and growth targets. Support the Enterprise Data Architecture and Governance Program and Big Data Program to develop the Analytics Capabilities and drive the Change Management agenda for the group. Drive innovation initiatives under the business leadership teams guidance and directives.  Requirements:  Degree in computing or science discipline (e.g. Computer Science  Engineering  IT) Min 5 years working experience in Analytics or Business Intelligence functions Knowledge of SQL  Data Warehousing  Big Data ecosystem and Data Modelling a strong plus Advanced knowledge of Tableau  Power BI and/or Qlik with JavaScript  D3  AngularJS  or React a strong plus Good written and verbal communication skills and demonstrated success presenting in a clear and compelling manner to cross-functional stakeholders that persuades action Have an understanding of project management and business processes to help drive organizational results Ability to work and thrive in a dynamic  team-oriented environment.Manage  build and deliver analytical solutions including dashboards to help the business leverage internal and external data assets for strategic decision making.Provide consultative support to stakeholders and senior management in understanding data trends  patterns and insights on our customers and business operations.Support portfolio management with in-depth analysis of key segments and business drivers.Analyse data for portfolio managers to assist in the formulation of recommendations to deliver results against profitability and growth targets.Support the Enterprise Data Architecture and Governance Program and Big Data Program to develop the Analytics Capabilities and drive the Change Management agenda for the group.Drive innovation initiatives under the business leadership teams guidance and directives.Degree in computing or science discipline (e.g. Computer Science  Engineering  IT).Min 5 years working experience in Analytics or Business Intelligence functions.Knowledge of SQL  Data Warehousing  Big Data ecosystem and Data Modelling a strong plus.Advanced knowledge of Tableau  Power BI and/or Qlik with JavaScript  D3  AngularJS  or React a strong plus.Good written and verbal communication skills and demonstrated success presenting in a clear and compelling manner to cross-functional stakeholders that persuades action.Have an understanding of project management and business processes to help drive organizational results.Ability to work and thrive in a dynamic  team-oriented environment.,"Vice President, Business Intelligence",
Adecco,"The Opportunity: Our Client is a reputable foreign bank within Investment Banking and Wealth Management.Offers many opportunities across the organization for anyone interested in pursuing a fulfilling career that enables you to work with colleagues and customers worldwide.Tailored training and support.The Talent: Minimum 5 years of experience in similar role.Comfortable liaising with cross section of groups at various levels.Familiar with Java J2EE technologies.Hands on experience with Bigdata technologies on Hadoop Platform.The Job: Study, evaluate and provide feedback on functional specifications.Provide detailed estimation for development of solutions.Implement solutions using TDD.Perform non-functional testing.Prepare documentation for design and implementation.Support applications in production - analyze and resolve issues as they arise",Java and Big Data Developer for banking industry,
Success Human Resource Centre,"Responsibilities: Taking complete ownership to lead the software architecture design, development, testing of innovative software with an emphasis on implementing high availability, scalable back-end platform.Lead development team throughout the software life-cycle to deliver systems and applications.Lead in the definition and conversion of requirements into system architecture and design artifacts.Conduct research and exploration of suitable architectures and state-of-the-art technologies and tools to create an optimized solution suitable for implementation.Analyzing and solving performance and security related requirements in the applications.Architect design and setup of development build deployment test setup for development team.Document software architecture, design and processes.Present solutions and design to customers.Reports to senior management on development status.Provide pre-sales support in solution architecting conduct and preparations for solution and product demonstrations development of mock solutions and proof of concept projects.Coach and mentor development team. Period: Permanent. Location: Jurong East. Working Hours: Mon-Fri: 8:30 am to 6:00 pm.Requirements: Degree in Computer Science Engineering or equivalent.Minimum 7 years of working experience with 3 years in delivering high availability systems and 1 year in team leading.Extensive knowledge of software development process and CI/CD Continuous Integration & Development.Knowledge of architectural styles and design patterns.Experience of various coding methods computer languages and data-driven application.Knowledge of Cloud-based Micro-services platform Big Data technologies eg SMACK Stack Spark Mesos Akka Kafka Cassandra Docker.Knowledge of large scale system-level solutions including areas in IT security network hardware.",Video Analytics & Big Data Platform Software Architect,Up to $6500
